"Name","IndexHi","IndexLo","Available","DefaultOwned","SfxFile","ScFile","AvailableForOffer","Exclusive","DateAvailable","HumanReadableName","Family"
"Emote161",78,0,"True","False","sfx/emotes/emotes_feb2020_01_sfx1_dl.ogg","sc/emotes_feb2020_01_dl.sc","True","False","2020-05-02","Bling Hog","HogRider"
"Emote162",78,2,"False","False","sfx/emotes/emotes_feb2020_01_sfx2_dl.ogg","sc/emotes_feb2020_01_dl.sc","False","False","2100-01-01","Mini PEKKA Slot Machine","MiniPekka"
"Emote163",80,0,"True","False","sfx/emotes/emotes_10yr_king_dl.ogg","sc/emotes_10yr_king_dl.sc","False","True","2020-05-04","Supercell 10th Anniversary emote","King"
"Emote164",81,0,"True","False","sfx/emotes/emotes_10yr_knight_dl.ogg","sc/emotes_10yr_knight_dl.sc","False","True","2020-05-04","Knight wipe","Knight"
"Emote165",82,0,"True","False","sfx/emotes/emotes_10yr_infernoDragon_dl.ogg","sc/emotes_10yr_infernoDragon_dl.sc","True","False","2020-05-08","Inferno Dragon/shock","Dragon"
"Emote166",83,0,"True","False","sfx/emotes/emotes_10yr_lavaHound_dl.ogg","sc/emotes_10yr_lavaHound_dl.sc","True","False","2020-05-26","Lava Hound & pups","LavaHound"
"Emote167",85,0,"True","False","sfx/emotes/emotes_s12_prince_dl.ogg","sc/emotes_s12_prince_dl.sc","False","True","2020-06-01","Prince rainbow","Prince"
"Emote168",86,0,"True","False","sfx/emotes/emotes_s12_pony_dl.ogg","sc/emotes_s12_pony_dl.sc","True","False","2020-06-05","Prince Pony dance","Prince"
"Emote169",87,0,"True","False","sfx/emotes/emotes_s12_darkPrince_01_dl.ogg","sc/emotes_s12_darkPrince_dl.sc","True","False","2020-06-11","Sad face dark prince","DarkPrince"
"Emote170",89,0,"True","False","sfx/emotes/emotes_PEKKA_boombox_dl.ogg","sc/emotes_PEKKA_boombox_dl.sc","True","False","2020-07-17","PEKKA Boombox","PEKKA"
"Emote171",90,0,"True","False","sfx/emotes/emotes_PEKKA_coconut_dl.ogg","sc/emotes_PEKKA_coconut_dl.sc","False","True","2020-07-06","PEKKA Coconut","PEKKA"
"Emote172",91,0,"True","False","sfx/emotes/emotes_skeleton_snorkel_dl.ogg","sc/emotes_skeleton_snorkel_dl.sc","True","False","2020-07-09","Skeleton Snorkel","Bomber"
"Emote173",93,0,"True","False","sfx/emotes/emotes_archer_01_01_dl.ogg","sc/emotes_archers_01_dl.sc","False","True","2020-08-03","Archer Slo Mo","Archer"
"Emote174",93,1,"True","False","sfx/emotes/emotes_archer_01_02_dl.ogg","sc/emotes_archers_01_dl.sc","True","False","2020-08-14","Archer/Hood","Archer"
"Emote175",93,2,"True","False","sfx/emotes/emotes_archer_01_03_dl.ogg","sc/emotes_archers_01_dl.sc","True","False","2020-08-14","Archer/polish arrow","Archer"
"Emote176",96,0,"True","False","sfx/emotes/emotes_royalGuards_01_dl.ogg","sc/emotes_royalGuards_01_dl.sc","False","True","2020-09-07","Guard polishing crown","Guard"
"Emote177",97,0,"True","False","sfx/emotes/emotes_cw_golem_boat_dl.ogg","sc/emotes_cw_golem_boat_dl.sc","True","False","2020-09-07","Golem boat smash","Golem"
"Emote178",98,0,"True","False","sfx/emotes/emotes_cw_goblinDance_dl.ogg","sc/emotes_cw_goblinDance_dl.sc","True","False","2020-09-07","Dancing karaoke goblin","Goblin"
"Emote179",99,0,"True","False","sfx/emotes/emotes_cw_goblinThumb_dl.ogg","sc/emotes_cw_goblinThumb_dl.sc","False","True","2020-09-07","Sinking Goblin Thumbs Up","Goblin"
"Emote180",100,0,"True","False","sfx/emotes/emotes_electroGiant_01_01_dl.ogg","sc/emotes_electroGiant_01_dl.sc","False","True","2020-10-05","Disco Electro Giant","eGiant"
"Emote181",100,1,"True","False","sfx/emotes/emotes_electroGiant_01_02_dl.ogg","sc/emotes_electroGiant_01_dl.sc","True","False","2020-10-15","Electro Giant","eGiant"
"Emote182",100,2,"True","False","sfx/emotes/emotes_electroGiant_01_03_dl.ogg","sc/emotes_electroGiant_01_dl.sc","True","False","2020-10-15","Electro Giant","eGiant"
"Emote183",100,3,"True","False","sfx/emotes/emotes_electroGiant_01_04_dl.ogg","sc/emotes_electroGiant_01_dl.sc","True","False","2020-10-10","Shooter Electo Griant","eGiant"
"Emote184",101,0,"True","False","sfx/emotes/emotes_skeleton_dragon_01_dl.ogg","sc/emotes_skeleton_dragon_01_dl.sc","True","False","2020-11-11","Skeleton Dragon / Single's Day","SkeletonDragon"
"Emote185",102,0,"True","False","sfx/emotes/emotes_megaKnight_01_01_dl.ogg","sc/emotes_megaKnight_01_dl.sc","True","False","2020-11-22","Mega Knight Smash","MegaKnight"
"Emote186",102,1,"True","False","sfx/emotes/emotes_megaKnight_01_02_dl.ogg","sc/emotes_megaKnight_01_dl.sc","True","False","2020-11-07","Mega Knight Thumbs Up","MegaKnight"
"Emote187",102,2,"True","False","sfx/emotes/emotes_megaKnight_01_03_dl.ogg","sc/emotes_megaKnight_01_dl.sc","False","True","2020-11-02","Mega Knigh Ball Clash","MegaKnight"
"Emote188",103,0,"True","False","sfx/emotes/emotes_logmas2020_01_dl.ogg","sc/emotes_logmas2020_01_dl.sc","False","True","2020-12-07","Logmas","Log"
"Emote189",104,0,"True","False","sfx/emotes/emotes_logmas2020_02_01_dl.ogg","sc/emotes_logmas2020_02_dl.sc","True","False","2020-12-07","Bowler / Sad","Bowler"
"Emote190",104,1,"True","False","sfx/emotes/emotes_logmas2020_02_02_dl.ogg","sc/emotes_logmas2020_02_dl.sc","False","True","2020-12-07","Bowler / gift","Bowler"
"Emote191",105,0,"True","False","sfx/emotes/emotes_logmas2020_03_dl.ogg","sc/emotes_logmas2020_03_dl.sc","True","False","2021-12-24","Witch Mother","MotherWitch"
"Emote192",106,0,"True","False","sfx/emotes/emotes_logmas2020_04_dl.ogg","sc/emotes_logmas2020_04_dl.sc","True","False","2021-12-12","Lumberjack/Logmas","Lumberjack"
"Emote193",107,0,"False","False","sfx/emotes/emotes_icewizard_01_01_dl.ogg","sc/emotes_icewizard_01_dl.sc","False","False","2100-01-01","Ice Wizard","IceWizard"
"Emote194",107,1,"True","False","sfx/emotes/emotes_icewizard_01_02_dl.ogg","sc/emotes_icewizard_01_dl.sc","False","True","2021-01-04","Ice Wizard / Dance","IceWizard"
"Emote195",107,2,"True","False","sfx/emotes/emotes_icewizard_01_03_dl.ogg","sc/emotes_icewizard_01_dl.sc","True","False","2021-01-15","Ice Wizard / Popcorn","IceWizard"
"Emote196",108,0,"True","False","sfx/emotes/emotes_LNY_2021_01_01_dl.ogg","sc/emotes_LNY_2021_01_dl.sc","True","False","2021-02-11","Barb/Candy","Barbarian"
"Emote197",108,1,"True","False","sfx/emotes/emotes_LNY_2021_01_02_dl.ogg","sc/emotes_LNY_2021_01_dl.sc","False","True","2021-02-01","Barb Kisses","Barbarian"
"Emote198",109,0,"True","False","sfx/emotes/emotes_LNY_2021_02_dl.ogg","sc/emotes_LNY_2021_02_dl.sc","True","False","2021-02-11","Princess/Cards/LNY","Princess"
"Emote199",110,0,"True","False","sfx/emotes/emotes_LNY_2021_03_dl.ogg","sc/emotes_LNY_2021_03_dl.sc","False","False","2021-06-07","Firecracker Kisses","Firecracker"
"Emote200",111,0,"True","False","sfx/emotes/emotes_battlehealer_cakethrow_dl.ogg","sc/emotes_battlehealer_cakethrow_dl.sc","False","True","2021-03-01","BattleHealer Throwing Cake","BattleHealer"
"Emote201",112,0,"True","False","sfx/emotes/emotes_elixirgolem_candlehead_dl.ogg","sc/emotes_elixirgolem_candlehead_dl.sc","True","False","2021-03-01","Elixir Golem / Cake","eGolem"
"Emote202",113,0,"True","False","sfx/emotes/emotes_lumberjack_cakerun_dl.ogg","sc/emotes_lumberjack_cakerun_dl.sc","True","False","2021-03-19","Lumberjack Run","Lumberjack"
"Emote203",114,0,"True","False","sfx/emotes/emotes_sparky_surprise_dl.ogg","sc/emotes_sparky_surprise_dl.sc","False","True","2021-03-01","Sparky/Birthday","Sparky"
"Emote204",115,0,"True","False","sfx/emotes/emotes_king_book_dl.ogg","sc/emotes_king_book_dl.sc","True","False","2021-05-19","King/Magic Book","King"
"Emote205",116,0,"True","False","sfx/emotes/emotes_pekka_blossom_dl.ogg","sc/emotes_pekka_blossom_dl.sc","False","True","2021-04-05","Pekka grow","PEKKA"
"Emote206",117,0,"True","False","sfx/emotes/emotes_mortar_01_01_dl.ogg","sc/emotes_mortar_01_dl.sc","True","False","1899-12-30","Mortar Sick","Mortar"
"Emote207",117,1,"True","False","sfx/emotes/emotes_mortar_01_02_dl.ogg","sc/emotes_mortar_01_dl.sc","False","True","2021-05-03","Mortar Tower Destroy","Mortar"
"Emote208",118,0,"True","False","sfx/emotes/emotes_skeletondragon_jawdrop_dl.ogg","sc/emotes_skeletondragon_jawdrop_dl.sc","True","False","1899-12-30","Skeleton Dragon Jaw Drop","SkeletonDragon"
"Emote209",119,0,"True","False","sfx/emotes/emotes_dartgoblin_backfire_dl.ogg","sc/emotes_dartgoblin_backfire_dl.sc","False","True","2021-06-07","Dart Goblin backfire","DartGoblin"
"EmoteChronos1",120,0,"True","False","sfx/emotes/emotes_goblindrill_drive_dl.ogg","sc/emotes_goblindrill_drive_dl.sc","True","False","2021-06-12","Goblin Drill","GoblinDrill"
"EmoteChronos2",121,0,"True","False","sfx/emotes/emotes_bowler_basketball_dl.ogg","sc/emotes_bowler_basketball_dl.sc","False","True","2021-07-05","Basket Bowler","Bowler"
"EmoteChronos3",122,0,"True","False","sfx/emotes/emotes_icewizard_meltsweat_dl.ogg","sc/emotes_icewizard_meltsweat_dl.sc","False","True","2021-08-02","Melting Ice Wizard","IceWizard"
"EmoteChronos4",123,0,"True","False","sfx/emotes/emotes_executioner_chefskiss_dl.ogg","sc/emotes_executioner_chefskiss_dl.sc","False","True","2021-09-06","Executioner Kiss","Executioner"
"EmoteChronos5",124,0,"True","False","sfx/emotes/emotes_executioner_fruitcake_dl.ogg","sc/emotes_executioner_fruitcake_dl.sc","True","False","1899-12-30","Executioner Fruitcake","Executioner"
"EmoteChronos6",125,0,"True","False","sfx/emotes/emotes_bat_embrace_dl.ogg","sc/emotes_bat_embrace_dl.sc","False","True","2021-10-04","Bat Kiss","Bat"
"EmoteChronos7",126,0,"True","False","sfx/emotes/emotes_bat_jackobat_dl.ogg","sc/emotes_bat_jackobat_dl.sc","True","False","2021-10-17","Bat Halloween","Bat"
"EmoteChronos8",127,0,"True","False","sfx/emotes/emotes_arrows_3crowns_dl.ogg","sc/emotes_arrows_3crowns_dl.sc","False","True","2021-10-27","Archer Queen 3 Crowns","ArcherQueen"
"EmoteChronos9",128,0,"True","False","sfx/emotes/emotes_skeletonking_victory_dl.ogg","sc/emotes_skeletonking_victory_dl.sc","True","False","2021-10-27","Skeleton King Victory","SkeletonKing"
"EmoteChronos10",129,0,"True","False","sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg","sc/emotes_goldenknight_gorgeous_dl.sc","True","False","2021-10-27","Golden Knight Gorgeous","GoldenKnight"
"EmoteChronos11",130,0,"True","False","sfx/emotes/emotes_archerqueen_crown_dl.ogg","sc/emotes_archerqueen_crown_dl.sc","True","False","2021-10-27","Archer Queen Crown","ArcherQueen"
"EmoteChronos12",131,0,"True","False","sfx/emotes/emotes_archerqueen_fastaim_dl.ogg","sc/emotes_archerqueen_fastaim_dl.sc","False","True","2021-12-06","Archer Queen Fastaim","ArcherQueen"
"EmoteChronos13",132,0,"True","False","sfx/emotes/emotes_hog_hammer_dl.ogg","sc/emotes_hog_hammer_dl.sc","True","False","2021-12-06","Hog Hammer","Hog"
"EmoteChronos14",133,0,"True","False","sfx/emotes/emotes_firecracker_chimney_dl.ogg","sc/emotes_firecracker_chimney_dl.sc","True","False","2021-12-06","Firecracker Chimney","Firecracker"
"EmoteChronos15",134,0,"True","False","sfx/emotes/emotes_rocket_goblinride_dl.ogg","sc/emotes_rocket_goblinride_dl.sc","True","False","2021-12-06","Rocket Goblin Ride","Rocket"
"EmoteChronos16",135,0,"True","False","sfx/emotes/emotes_goldenknight_fail_dl.ogg","sc/emotes_goldenknight_fail_dl.sc","False","True","2021-12-16","Golden Knight Fail","GoldenKnight"
"EmoteChronos17",136,0,"True","False","sfx/emotes/emotes_lavahound_dizzy_dl.ogg","sc/emotes_lavahound_dizzy_dl.sc","False","True","2022-02-07","Lava Hound Dizzy","LavaHound"
"EmoteChronos18",137,0,"True","False","sfx/emotes/emotes_firespirit_candle_dl.ogg","sc/emotes_firespirit_candle_dl.sc","True","False","2022-03-02","FireSpirit Light-a-Candle","Spirit"
"EmoteChronos19",138,0,"True","False","sfx/emotes/emotes_healspirit_loveface_dl.ogg","sc/emotes_healspirit_loveface_dl.sc","False","True","2022-03-07","HealSpirit Healed-by-Love","Spirit"
"EmoteChronos20",139,0,"True","False","sfx/emotes/emotes_healspirit_jellydance_dl.ogg","sc/emotes_healspirit_jellydance_dl.sc","False","True","2022-03-02","HealSpirit Jelly-Dance","Spirit"
"EmoteChronos21",140,0,"True","False","sfx/emotes/emotes_healspirit_thumbsup_dl.ogg","sc/emotes_healspirit_thumbsup_dl.sc","True","False","2022-03-17","HealSpirit Heal-Buddy","Spirit"
"EmoteChronos22",141,0,"True","False","sfx/emotes/emotes_electrospirit_moustache_dl.ogg","sc/emotes_electrospirit_moustache_dl.sc","True","False","2022-03-07","ElectroSpirit Electromoustache","Spirit"
"EmoteChronos23",142,0,"True","False","sfx/emotes/emotes_mightyminer_bomb_dl.ogg","sc/emotes_mightyminer_bomb_dl.sc","False","True","2022-04-04","MightyMiner Bomb","MightyMiner"
"EmoteChronos24",143,0,"True","False","sfx/emotes/emotes_miner_buried_dl.ogg","sc/emotes_miner_buried_dl.sc","False","True","2022-04-04","Miner Buried","Miner"
"EmoteChronos25",144,0,"True","False","sfx/emotes/emotes_miner_shovel_dl.ogg","sc/emotes_miner_shovel_dl.sc","True","False","2022-04-04","Miner Shovel","Miner"
"EmoteChronos26",145,0,"True","False","sfx/emotes/emotes_mightyminer_almighty_dl.ogg","sc/emotes_mightyminer_almighty_dl.sc","True","False","2022-04-04","MightyMiner Almighty","MightyMiner"
"EmoteChronos27",146,0,"True","False","sfx/emotes/emotes_royalgiant_gorgeous_dl.ogg","sc/emotes_royalgiant_gorgeous_dl.sc","False","True","2022-03-28","RoyalGiant Gorgeous","RoyalGiant"
"EmoteChronos28",147,0,"True","False","sfx/emotes/emotes_mwhog_dance_dl.ogg","sc/emotes_mwhog_dance_dl.sc","True","False","2022-05-02","MWHog Dance","MotherWitch"
"EmoteChronos29",148,0,"True","False","sfx/emotes/emotes_mwhog_morph_dl.ogg","sc/emotes_mwhog_morph_dl.sc","True","False","2022-05-02","MWHog Morph","MotherWitch"
"EmoteChronos30",149,0,"True","False","sfx/emotes/emotes_witch_skelelove_dl.ogg","sc/emotes_witch_skelelove_dl.sc","False","True","2022-05-02","Witch SkeleLove","Witch"
"EmoteChronos31",150,0,"True","False","sfx/emotes/emotes_witch_skelerise_dl.ogg","sc/emotes_witch_skelerise_dl.sc","False","True","2022-05-02","Witch SkeleRise","Witch"
"EmoteChronos32",151,0,"False","False","sfx/emotes/emotes_lumberjack_bottle_dl.ogg","sc/emotes_lumberjack_bottle_dl.sc","False","False","2022-05-02","Lumberjack Bottle","Lumberjack"
"EmoteChronos33",152,0,"True","False","sfx/emotes/emotes_goblin_boneritual_dl.ogg","sc/emotes_goblin_boneritual_dl.sc","True","False","2022-06-06","Goblin Bone-Ritual","Goblin"
"EmoteChronos34",153,0,"False","False","sfx/emotes/emotes_goblin_eternalwait_dl.ogg","sc/emotes_goblin_eternalwait_dl.sc","False","False","2022-06-06","Goblin Eternal Wait","Goblin"
"EmoteChronos35",154,0,"True","False","sfx/emotes/emotes_goblin_gobarian_dl.ogg","sc/emotes_goblin_gobarian_dl.sc","False","True","2022-06-06","Go-barian","Goblin"
"EmoteChronos36",155,0,"True","False","sfx/emotes/emotes_skeleton_dancing_dl.ogg","sc/emotes_skeleton_dancing_dl.sc","True","False","2022-06-06","Skeleton Dance","Skeleton"
"EmoteChronos37",156,0,"True","False","sfx/emotes/emotes_skeletongiant_clueless_dl.ogg","sc/emotes_skeletongiant_clueless_dl.sc","False","True","2022-06-06","Skeleton Giant Clueless","SkeletonGiant"
"EmoteChronos38",157,0,"True","False","sfx/emotes/emotes_skeletongiant_loosejaw_dl.ogg","sc/emotes_skeletongiant_loosejaw_dl.sc","True","False","2022-06-06","Skeleton Giant Loosejaw","SkeletonGiant"
"EmoteChronos39",158,0,"True","False","sfx/emotes/emotes_minipekka_pancakerage_dl.ogg","sc/emotes_minipekka_pancakerage_dl.sc","False","False","2022-07-01","Mini PEKKA Pancake Rage","MiniPekka"
"EmoteChronos40",159,0,"True","False","sfx/emotes/emotes_minipekka_pancakesuit_dl.ogg","sc/emotes_minipekka_pancakesuit_dl.sc","False","True","2022-07-01","Mini PEKKA Pancake Suit","MiniPekka"
"EmoteChronos41",160,0,"True","False","sfx/emotes/emotes_pekka_battlefly_dl.ogg","sc/emotes_pekka_battlefly_dl.sc","False","False","2022-07-01","PEKKA Battlefly","PEKKA"
"EmoteChronos42",161,0,"True","False","sfx/emotes/emotes_pekka_robodance_dl.ogg","sc/emotes_pekka_robodance_dl.sc","False","False","2022-07-01","PEKKA Robodance","PEKKA"
"EmoteChronos43",162,0,"True","False","sfx/emotes/emotes_pekka_activate_dl.ogg","sc/emotes_pekka_activate_dl.sc","False","False","2022-07-01","PEKKA Activate","PEKKA"
"EmoteChronos44",163,0,"True","False","sfx/emotes/emotes_barbarian_backintime_dl.ogg","sc/emotes_barbarian_backintime_dl.sc","False","False","2022-08-01","Barbarian 8bit BackInTime","Barbarian8bit"
"EmoteChronos45",164,0,"True","False","sfx/emotes/emotes_barbarian_pixelfrenzy_dl.ogg","sc/emotes_barbarian_pixelfrenzy_dl.sc","False","False","2022-08-01","Barbarian 8bit PixelFrenzy","Barbarian8bit"
"EmoteChronos46",165,0,"True","False","sfx/emotes/emotes_barbarian_pixelup_dl.ogg","sc/emotes_barbarian_pixelup_dl.sc","False","True","2022-08-01","Barbarian 8bit PixelUp","Barbarian8bit"
"EmoteChronos47",166,0,"True","False","sfx/emotes/emotes_king_pixelcrown_dl.ogg","sc/emotes_king_pixelcrown_dl.sc","False","False","2022-08-01","King 8bit Crown","King8bit"
"EmoteChronos48",167,0,"False","False","sfx/emotes/emotes_king_pixelized_dl.ogg","sc/emotes_king_pixelized_dl.sc","False","False","2022-08-01","King 8bit Pixelized","King8bit"
"EmoteChronos49",168,0,"True","False","sfx/emotes/emotes_king_pixeltower_dl.ogg","sc/emotes_king_pixeltower_dl.sc","False","False","2022-08-01","King 8bit PixelTower","King8bit"
"EmoteChronos50",169,0,"True","False","sfx/emotes/emotes_barbarian_watchingyou_dl.ogg","sc/emotes_barbarian_watchingyou_dl.sc","False","False","2022-09-05","Barbarian WatchingYou","Barbarian"
"EmoteChronos51",170,0,"True","False","sfx/emotes/emotes_battlehealer_selfheal_dl.ogg","sc/emotes_battlehealer_selfheal_dl.sc","False","False","2022-09-05","Battle Healer Self Heal","BattleHealer"
"EmoteChronos52",171,0,"True","False","sfx/emotes/emotes_electrowizardgiant_epichighfive_dl.ogg","sc/emotes_electrowizardgiant_epichighfive_dl.sc","False","False","2022-09-05","Electro Epic High Five","eGiant"
"EmoteChronos53",172,0,"True","False","sfx/emotes/emotes_elitebarbarian_gorilla_dl.ogg","sc/emotes_elitebarbarian_gorilla_dl.sc","False","False","2022-09-05","Elite Barbarian Gorilla","Barbarian"
"EmoteChronos54",173,0,"True","False","sfx/emotes/emotes_elixirgolem_win_dl.ogg","sc/emotes_elixirgolem_win_dl.sc","False","False","2022-09-05","Elixir Golem Win","eGolem"
"EmoteChronos55",174,0,"True","False","sfx/emotes/emotes_goblin_carnival_dl.ogg","sc/emotes_goblin_carnival_dl.sc","False","False","2022-09-05","Goblin Carnival","Goblin"
"EmoteChronos56",175,0,"True","False","sfx/emotes/emotes_hogrider_cheerleader_dl.ogg","sc/emotes_hogrider_cheerleader_dl.sc","False","False","2022-09-05","HogRider Cheerleader","HogRider"
"EmoteChronos57",176,0,"True","False","sfx/emotes/emotes_king_tvroyale_dl.ogg","sc/emotes_king_tvroyale_dl.sc","False","True","2022-09-05","King TV Royale","King"
"EmoteChronos58",177,0,"True","False","sfx/emotes/emotes_lumberjack_thirdeye_dl.ogg","sc/emotes_lumberjack_thirdeye_dl.sc","False","False","2022-09-05","Lumberjack Third Eye","Lumberjack"
"EmoteChronos59",178,0,"True","False","sfx/emotes/emotes_teslatower_electrocuter_dl.ogg","sc/emotes_teslatower_electrocuter_dl.sc","False","False","2022-09-05","Tesla Electrocuter","Tesla"
"EmoteChronos60",179,0,"True","False","sfx/emotes/emotes_motherwitch_hogcharge_dl.ogg","sc/emotes_motherwitch_hogcharge_dl.sc","False","False","2022-10-03","Mother Witch Hog Charge","MotherWitch"
"EmoteChronos61",180,0,"True","False","sfx/emotes/emotes_motherwitch_knitting_dl.ogg","sc/emotes_motherwitch_knitting_dl.sc","False","False","2022-10-03","Mother Witch Knitting","MotherWitch"
"EmoteChronos62",181,0,"True","False","sfx/emotes/emotes_nightwitch_guitar_dl.ogg","sc/emotes_nightwitch_guitar_dl.sc","False","False","2022-10-03","Night Witch Guitar","NightWitch"
"EmoteChronos63",182,0,"True","False","sfx/emotes/emotes_nightwitch_moon_dl.ogg","sc/emotes_nightwitch_moon_dl.sc","False","True","2022-10-03","Night Witch Moon","NightWitch"
"EmoteChronos64",183,0,"True","False","sfx/emotes/emotes_bat_crazydance_dl.ogg","sc/emotes_bat_crazydance_dl.sc","False","False","2022-10-03","Bat Crazy Dance","Bat"
"EmoteChronos65",184,0,"True","False","sfx/emotes/emotes_ram_scream_dl.ogg","sc/emotes_ram_scream_dl.sc","False","False","2022-10-27","Ram Scream","RamRider"
"EmoteChronos66",185,0,"True","False","sfx/emotes/emotes_monk_arrow_dl.ogg","sc/emotes_monk_arrow_dl.sc","False","True","2022-10-27","Monk Arrow","Monk"
"EmoteChronos67",186,0,"True","False","sfx/emotes/emotes_monk_defense_dl.ogg","sc/emotes_monk_defense_dl.sc","False","False","2022-10-27","Monk Defense","Monk"
"EmoteChronos68",187,0,"True","False","sfx/emotes/emotes_monk_ready_dl.ogg","sc/emotes_monk_ready_dl.sc","False","False","2022-10-27","Monk Ready","Monk"
"EmoteChronos69",188,0,"True","False","sfx/emotes/emotes_phoenix_bowling_dl.ogg","sc/emotes_phoenix_bowling_dl.sc","False","False","2022-10-27","Phoenix Bowling","Phoenix"
"EmoteChronos70",189,0,"True","False","sfx/emotes/emotes_phoenix_eggcrown_dl.ogg","sc/emotes_phoenix_eggcrown_dl.sc","False","False","2022-10-27","Phoenix Egg Crown","Phoenix"
"EmoteChronos71",190,0,"True","False","sfx/emotes/emotes_king_emperor_dl.ogg","sc/emotes_king_emperor_dl.sc","False","False","2022-10-27","King Emperor","King"
"EmoteChronos72",191,0,"True","False","sfx/emotes/emotes_king_belt_dl.ogg","sc/emotes_king_belt_dl.sc","False","False","2022-10-27","King Belt","King"
"EmoteChronos73",192,0,"True","False","sfx/emotes/emotes_hog_gingerbread_dl.ogg","sc/emotes_hog_gingerbread_dl.sc","False","True","2022-12-05","Hog Gingerbread","Hog"
"EmoteChronos74",193,0,"True","False","sfx/emotes/emotes_hog_reindeerfly_dl.ogg","sc/emotes_hog_reindeerfly_dl.sc","False","False","2022-12-05","Hog Reindeer","Hog"
"EmoteChronos75",194,0,"True","False","sfx/emotes/emotes_hogrider_santasack_dl.ogg","sc/emotes_hogrider_santasack_dl.sc","False","False","2022-12-05","HogRider SantaSack","HogRider"
"EmoteChronos76",195,0,"True","False","sfx/emotes/emotes_hogrider_snowball_dl.ogg","sc/emotes_hogrider_snowball_dl.sc","False","False","2022-12-05","HogRider Snowball","HogRider"
"EmoteChronos77",196,0,"True","False","sfx/emotes/emotes_valkyrie_treecut_dl.ogg","sc/emotes_valkyrie_treecut_dl.sc","False","False","2022-12-05","Valkyrie Treecut","Valkyrie"
"EmoteChronos78",197,0,"True","False","sfx/emotes/emotes_firespirit_coalnaughty_dl.ogg","sc/emotes_firespirit_coalnaughty_dl.sc","False","False","2022-12-05","FireSpirit Naughty","Spirit"
"EmoteChronos79",198,0,"True","False","sfx/emotes/emotes_firespirit_coalnice_dl.ogg","sc/emotes_firespirit_coalnice_dl.sc","False","False","2022-12-05","FireSpirit Nice","Spirit"
"EmoteChronos80",199,0,"True","False","sfx/emotes/emotes_icegolem_attention_dl.ogg","sc/emotes_icegolem_attention_dl.sc","False","False","2023-01-02","Ice Golem Hi","IceGolem"
"EmoteChronos81",200,0,"True","False","sfx/emotes/emotes_icegolem_breakarm_dl.ogg","sc/emotes_icegolem_breakarm_dl.sc","False","False","2023-01-02","Ice Golem Smash","IceGolem"
"EmoteChronos82",201,0,"True","False","sfx/emotes/emotes_icegolem_snowpile_dl.ogg","sc/emotes_icegolem_snowpile_dl.sc","False","True","2023-01-02","Ice Golem Snow","IceGolem"
"EmoteChronos83",202,0,"True","False","sfx/emotes/emotes_rabbit_dab_dl.ogg","sc/emotes_rabbit_dab_dl.sc","False","False","2023-01-02","Rabbit Dab","Wizard"
"EmoteChronos84",203,0,"True","False","sfx/emotes/emotes_rabbit_thumbsup_dl.ogg","sc/emotes_rabbit_thumbsup_dl.sc","False","True","2023-01-02","Rabbit Thumbs Up","Generic"
"EmoteChronos85",204,0,"True","False","sfx/emotes/emotes_golem_hearttatoo_dl.ogg","sc/emotes_golem_hearttatoo_dl.sc","False","False","2023-02-06","Golem Heart","Golem"
"EmoteChronos86",205,0,"True","False","sfx/emotes/emotes_golem_rocker_dl.ogg","sc/emotes_golem_rocker_dl.sc","False","False","2023-02-06","Golem Rocker","Golem"
"EmoteChronos87",206,0,"True","False","sfx/emotes/emotes_golem_supervillain_dl.ogg","sc/emotes_golem_supervillain_dl.sc","False","True","2023-02-06","Golem Supervillan","Golem"
"EmoteChronos88",207,0,"True","False","sfx/emotes/emotes_magicarcher_magicbow_dl.ogg","sc/emotes_magicarcher_magicbow_dl.sc","False","False","2023-02-06","MagicArcher Bow","MagicArcher"
"EmoteChronos89",208,0,"True","False","sfx/emotes/emotes_magicarcher_magicheart_dl.ogg","sc/emotes_magicarcher_magicheart_dl.sc","False","False","2023-02-06","MagicArcher Heart","MagicArcher"
"EmoteChronos90",209,0,"True","False","sfx/emotes/emotes_sparky_electroheart_dl.ogg","sc/emotes_sparky_electroheart_dl.sc","False","False","2023-02-06","Sparky Heart","Sparky"
"EmoteChronos91",210,0,"True","False","sfx/emotes/emotes_sparky_lovebox_dl.ogg","sc/emotes_sparky_lovebox_dl.sc","False","True","2023-02-06","Sparky LoveBox","Sparky"
"EmoteChronos92",211,0,"True","False","sfx/emotes/emotes_executioner_carrots_dl.ogg","sc/emotes_executioner_carrots_dl.sc","False","False","2023-02-06","Executioner Carrots","Executioner"
"EmoteChronos93",212,0,"True","False","sfx/emotes/emotes_goblingiant_afraid_dl.ogg","sc/emotes_goblingiant_afraid_dl.sc","False","True","2023-03-06","Goblin Giant Afraid","GiantGoblin"
"EmoteChronos94",213,0,"True","False","sfx/emotes/emotes_goblin_guitarfire_dl.ogg","sc/emotes_goblin_guitarfire_dl.sc","False","False","2023-03-06","Goblin Guitar Fire","Goblin"
"EmoteChronos95",214,0,"True","False","sfx/emotes/emotes_goblin_micdrop_dl.ogg","sc/emotes_goblin_micdrop_dl.sc","False","False","2023-03-06","Goblin Micdrop","Goblin"
