"Name","FileName","ExportName","Layer","LowendLayer","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","CollisionRadius","Effect","AssetMinTrophy","AssetMinTrophyScore","AssetMinTrophyFileName","SortValue","SpecialType","CheerFileName","CheerExportName","ClassType","Animate","StartFrameOverride","Visibility","ChainedSWF","ChainedExportName","OvertimeAnimationEffect","PveStartEffect","PveEndEffect"
"ice_rock_03","sc/level_ice_arena.sc","ice_rock_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rock_04","sc/level_ice_arena.sc","ice_rock_04","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rock_05","sc/level_ice_arena.sc","ice_rock_05","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rock_06","sc/level_ice_arena.sc","ice_rock_06","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rock_07","sc/level_ice_arena.sc","ice_rock_07","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rockgroup_01","sc/level_ice_arena.sc","ice_rockgroup_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_rockgroup_02","sc/level_ice_arena.sc","ice_rockgroup_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_blue_01_left","sc/level_ice_arena.sc","ice_stand_blue_01_left","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_blue_01_right","sc/level_ice_arena.sc","ice_stand_blue_01_right","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_red_01_left","sc/level_ice_arena.sc","ice_stand_red_01_left","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_red_01_right","sc/level_ice_arena.sc","ice_stand_red_01_right","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_snow_01","sc/level_ice_arena.sc","ice_stand_snow_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_snow_02","sc/level_ice_arena.sc","ice_stand_snow_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_snow_03","sc/level_ice_arena.sc","ice_stand_snow_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_stand_snow_04","sc/level_ice_arena.sc","ice_stand_snow_04","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_tree_01","sc/level_ice_arena.sc","ice_tree_01","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"ice_tree_02","sc/level_ice_arena.sc","ice_tree_02","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"ice_tree_03","sc/level_ice_arena.sc","ice_tree_03","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"ice_tree_01_shadow","sc/level_ice_arena.sc","ice_tree_01_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_tree_02_shadow","sc/level_ice_arena.sc","ice_tree_02_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_tree_03_shadow","sc/level_ice_arena.sc","ice_tree_03_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_vfx_sparkle_01","sc/level_ice_arena.sc","ice_vfx_sparkle_01","Object","Ground",,,,,,,"ice_water_sparkle_01",,,,,,,,,,,,,,,,
"ice_vfx_ripple_01_dummy","sc/level_ice_arena.sc","ice_vfx_ripple_01_dummy","Object","Ground",,,,,,,"ice_water_ripple_01",,,,,,,,,,,,,,,,
"ice_vfx_shine_01","sc/level_ice_arena.sc","ice_vfx_shine_01","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"ice_2v2_base_01","sc/level_ice_arena.sc","ice_2v2_base_01","Base","Ground",,,,,,,,,,,-20000,,,,,,,,,,,,
"event_bridge","sc/level_goblin_arena.sc","goblin_bridge_asset","Base","Base",,,,,,,,,,,,,,,,,,"Always",,,,,
"jungle_vfx_splash_01","sc/level_jungle_arena.sc","jungle_vfx_splash_01","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_vfx_rainline_01","sc/level_jungle_arena.sc","jungle_vfx_rainline_01","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_firefly_01","sc/level_jungle_arena.sc","jungle_firefly_01","Ground","Ground",,,,,,,"jungle_arena_firefly_01",,,,,,,,,,,,,,,,
"jungle_firefly_02","sc/level_jungle_arena.sc","jungle_firefly_02","Ground","Ground",,,,,,,"jungle_arena_firefly_02",,,,,,,,,,,,,,,,
"jungle_firefly_03","sc/level_jungle_arena.sc","jungle_firefly_03","Ground","Ground",,,,,,,"jungle_arena_firefly_03",,,,,,,,,,,,,,,,
"jungle_bamboo_01","sc/level_jungle_arena.sc","jungle_bamboo_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_bamboo_02","sc/level_jungle_arena.sc","jungle_bamboo_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_goldstorage_01","sc/level_jungle_arena.sc","jungle_goldstorage_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_01","sc/level_jungle_arena.sc","jungle_leaves_01","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_02","sc/level_jungle_arena.sc","jungle_leaves_02","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_03","sc/level_jungle_arena.sc","jungle_leaves_03","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_04","sc/level_jungle_arena.sc","jungle_leaves_04","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_05","sc/level_jungle_arena.sc","jungle_leaves_05","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_stand_01_blue_left","sc/level_jungle_arena.sc","jungle_stand_01_blue_left","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_stand_01_blue_right","sc/level_jungle_arena.sc","jungle_stand_01_blue_right","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_stand_01_red_left","sc/level_jungle_arena.sc","jungle_stand_01_red_left","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_stand_01_red_right","sc/level_jungle_arena.sc","jungle_stand_01_red_right","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_statue_01","sc/level_jungle_arena.sc","jungle_statue_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_statue_02","sc/level_jungle_arena.sc","jungle_statue_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_throne_01","sc/level_jungle_arena.sc","jungle_throne_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_tree_01","sc/level_jungle_arena.sc","jungle_tree_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_vine_01","sc/level_jungle_arena.sc","jungle_vine_01","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_vine_02","sc/level_jungle_arena.sc","jungle_vine_02","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_bridge_01","sc/level_jungle_arena.sc","jungle_bridge_01","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_01_shadow","sc/level_jungle_arena.sc","jungle_leaves_01_shadow","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_02_shadow","sc/level_jungle_arena.sc","jungle_leaves_02_shadow","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_03_shadow","sc/level_jungle_arena.sc","jungle_leaves_03_shadow","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_04_shadow","sc/level_jungle_arena.sc","jungle_leaves_04_shadow","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_05_shadow","sc/level_jungle_arena.sc","jungle_leaves_05_shadow","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_vfx_water_01","sc/level_jungle_arena.sc","jungle_vfx_water_01","Ground","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_2v2_base_01","sc/level_jungle_arena.sc","jungle_2v2_base_01","Base","Ground",,,,,,,,,,,-20000,,,,,,,,,,,,
"champion_drawbridge_01","sc/level_champion_arena.sc","champion_drawbridge_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_floating_rock_01","sc/level_champion_arena.sc","champion_floating_rock_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_floating_rock_02","sc/level_champion_arena.sc","champion_floating_rock_02","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"champion_floating_rock_03","sc/level_champion_arena.sc","champion_floating_rock_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_floating_rock_04","sc/level_champion_arena.sc","champion_floating_rock_04","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_floating_rock_05","sc/level_champion_arena.sc","champion_floating_rock_05","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_floating_rock_06","sc/level_champion_arena.sc","champion_floating_rock_06","Object","Ground",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"champion_floating_rock_07","sc/level_champion_arena.sc","champion_floating_rock_07","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_king_01","sc/level_champion_arena.sc","champion_king_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_king_02","sc/level_champion_arena.sc","champion_king_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_blue_01","sc/level_champion_arena.sc","champion_stands_blue_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_blue_02","sc/level_champion_arena.sc","champion_stands_blue_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_blue_03","sc/level_champion_arena.sc","champion_stands_blue_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_red_01_stage_01","sc/level_champion_arena.sc","champion_stands_red_01_stage_01","Object","Ground",,,,,,,,"champion_stands_red_01_stage_02",4300,"sc/level_champion_arena.sc",,,,,,,,,,,,,
,,,,,,,,,,,,"champion_stands_red_01_stage_03",4600,"sc/level_champion_arena.sc",,,,,,,,,,,,,
"champion_stands_red_01_stage_02","sc/level_champion_arena.sc","champion_stands_red_01_stage_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_red_01_stage_03","sc/level_champion_arena.sc","champion_stands_red_01_stage_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_red_02","sc/level_champion_arena.sc","champion_stands_red_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_stands_red_03","sc/level_champion_arena.sc","champion_stands_red_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_trophy_big_01","sc/level_champion_arena.sc","champion_trophy_big_01","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"champion_wall_01_stage_01","sc/level_champion_arena.sc","champion_wall_01_stage_01","Object","Ground",,,,,,,,"champion_wall_01_stage_02",4300,"sc/level_champion_arena.sc",,,,,,,,,,,,,
,,,,,,,,,,,,"champion_wall_01_stage_03",4600,"sc/level_champion_arena.sc",,,,,,,,,,,,,
"champion_wall_01_stage_02","sc/level_champion_arena.sc","champion_wall_01_stage_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_wall_01_stage_03","sc/level_champion_arena.sc","champion_wall_01_stage_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_wall_02","sc/level_champion_arena.sc","champion_wall_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_waterfall_dummy","sc/level_champion_arena.sc","champion_waterfall_dummy","Object","Ground",,,,,,,"waterfall_haze",,,,,,,,,,,,,,,,
"champion_2v2_wall_01","sc/level_champion_arena.sc","champion_2v2_wall_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_2v2_wall_02","sc/level_champion_arena.sc","champion_2v2_wall_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"champion_2v2_base_01","sc/level_champion_arena.sc","champion_2v2_base_01","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"PvE_deco_wall1_2tiles_h","sc/level_decos.sc","wall1_2tiles_h","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"PvE_deco_wall1_2tiles_v","sc/level_decos.sc","wall1_2tiles_v","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"PvE_deco_wall1_corner1","sc/level_decos.sc","wall1_corner1","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"PvE_deco_wall1_corner2","sc/level_decos.sc","wall1_corner2","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"PvE_deco_wall1_corner3","sc/level_decos.sc","wall1_corner3","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"PvE_deco_wall1_corner4","sc/level_decos.sc","wall1_corner4","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"pve_balloon_01","sc/level_champion_arena.sc","pve_balloon_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_balloon_02","sc/level_champion_arena.sc","pve_balloon_02","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_banner_01","sc/level_champion_arena.sc","pve_banner_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_barrel_01","sc/level_champion_arena.sc","pve_barrel_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_barrel_02","sc/level_champion_arena.sc","pve_barrel_02","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_bench_01","sc/level_champion_arena.sc","pve_bench_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_cannonballs_01","sc/level_champion_arena.sc","pve_cannonballs_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_cottoncandy_01","sc/level_champion_arena.sc","pve_cottoncandy_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_fence_01","sc/level_champion_arena.sc","pve_fence_01","Ground","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_fence_02","sc/level_champion_arena.sc","pve_fence_02","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_fence_03","sc/level_champion_arena.sc","pve_fence_03","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_flagpole_01","sc/level_champion_arena.sc","pve_flagpole_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_hay_01","sc/level_champion_arena.sc","pve_hay_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_instruments_01","sc/level_champion_arena.sc","pve_instruments_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_juggle_01","sc/level_champion_arena.sc","pve_juggle_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_keg_01","sc/level_champion_arena.sc","pve_keg_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_pony_01","sc/level_champion_arena.sc","pve_pony_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_postflags_01","sc/level_champion_arena.sc","pve_postflags_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_pot_01","sc/level_champion_arena.sc","pve_pot_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_stall_01","sc/level_champion_arena.sc","pve_stall_01","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_stall_02","sc/level_champion_arena.sc","pve_stall_02","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_stall_03","sc/level_champion_arena.sc","pve_stall_03","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_stall_04","sc/level_champion_arena.sc","pve_stall_04","Object","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_tent_01","sc/level_champion_arena.sc","pve_tent_01","Object","Ground",91,91,-12,116,17,,,,,,,,,,,,,,,,,,
"pve_weapon_01","sc/level_champion_arena.sc","pve_weapon_01","Ground","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_weapon_02","sc/level_champion_arena.sc","pve_weapon_02","Ground","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"pve_weapon_03","sc/level_champion_arena.sc","pve_weapon_03","Ground","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"deco_floatingcard_01","sc/level_decos.sc","deco_floatingcard_01","Object","Ground",-85,-85,30,30,,,,,,,,,,,,,,,,,,,
"crowd_archer1_idle1","sc/level_decos.sc","crowd_archer1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_archer1_cheer1",,,,,,,,,
"crowd_B_archer1_idle1","sc/level_decos.sc","crowd_B_archer1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_B_archer1_cheer1",,,,,,,,,
"crowd_T_archer1_idle1","sc/level_decos.sc","crowd_T_archer1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_T_archer1_cheer1",,,,,,,,,
"crowd_barbarian1_idle1","sc/level_decos.sc","crowd_barbarian1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_barbarian1_cheer1",,,,,,,,,
"crowd_T_barbarian1_idle1","sc/level_decos.sc","crowd_T_barbarian1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_T_barbarian1_cheer1",,,,,,,,,
"crowd_B_barbarian1_idle1","sc/level_decos.sc","crowd_B_barbarian1_idle1","Object","Ground",95,95,-6,-6,,,,,,,163,"Audience","sc/level_decos.sc","crowd_B_barbarian1_cheer1",,,,"Always",,,,,
"crowd_goblin1_idle1","sc/level_decos.sc","crowd_goblin1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_goblin1_cheer1",,,,"Always",,,,,
"crowd_B_goblin1_idle1","sc/level_decos.sc","crowd_B_goblin1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_B_goblin2_cheer1",,,,,,,,,
"crowd_T_goblin1_idle1","sc/level_decos.sc","crowd_T_goblin1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_T_goblin2_cheer1",,,,,,,,,
"crowd_goblin2_idle1","sc/level_decos.sc","crowd_goblin2_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_goblin2_cheer1",,,,,,,,,
"crowd_B_goblin2_idle1","sc/level_decos.sc","crowd_B_goblin2_idle1","Object","Ground",95,95,-7,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_B_goblin2_cheer1",,,,,,,,,
"crowd_T_goblin2_idle1","sc/level_decos.sc","crowd_T_goblin2_idle1","Object","Ground",95,95,-7,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_T_goblin2_cheer1",,,,,,,,,
"touchdown_flag_01_blue","sc/level_touchdown_arena.sc","touchdown_flag_01_blue","Above","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"touchdown_flag_01_red","sc/level_touchdown_arena.sc","touchdown_flag_01_red","Above","Ground",95,95,-6,-6,,,,,,,,,,,,,,,,,,,
"touchdown_spout_01","sc/level_touchdown_arena.sc","touchdown_spout_01","Object","Ground",95,95,-4,,,,,,,,,,,,,,,,,,,,
"touchdown_stands_01_left","sc/level_touchdown_arena.sc","touchdown_stands_01_left","Object","Ground",100,100,-12,38,5,,,,,,1002,,,,,,,,,,,,
"touchdown_stands_01_right","sc/level_touchdown_arena.sc","touchdown_stands_01_right","Object","Ground",100,100,-12,38,5,,,,,,1002,,,,,,,,,,,,
"touchdown_stands_02","sc/level_touchdown_arena.sc","touchdown_stands_02","Object","Ground",100,100,-8,20,11,,,,,,1000,,,,,,,,,,,,
"touchdown_stands_03","sc/level_touchdown_arena.sc","touchdown_stands_03","Ground","Ground",98,98,-17,38,6,,,,,,,,,,,,,,,,,,
"touchdown_statue_01","sc/level_touchdown_arena.sc","touchdown_statue_01","Object","Ground",96,96,-13,174,8,,,,,,1001,,,,,,,,,,,,
"touchdown_tunnel_01","sc/level_touchdown_arena.sc","touchdown_tunnel_01","Object","Ground",98,98,-9,184,5,,,,,,1026,,,,,,,,,,,,
"touchdown_tunnel_02","sc/level_touchdown_arena.sc","touchdown_tunnel_02","Object","Ground",98,98,-17,53,2,,,,,,1026,,,,,,,,,,,,
"touchdown_statue_01_bottom","sc/level_touchdown_arena.sc","touchdown_statue_01","Object","Ground",96,96,-13,174,8,,,,,,1060,,,,,,,,,,,,
"touchdown_stands_04_left","sc/level_touchdown_arena.sc","touchdown_stands_04_left","Object","Ground",100,100,-12,38,5,,,,,,1040,,,,,,,,,,,,
"touchdown_stands_04_right","sc/level_touchdown_arena.sc","touchdown_stands_04_right","Object","Ground",100,100,-12,38,5,,,,,,1040,,,,,,,,,,,,
"GoblinRef","sc/chr_goblin_referee.sc","goblin_referee_whistle1_1","Ground","Ground",75,75,-5,5,35,500,,,,,,,,,"GoblinRef",,,,,,,,
"touchdown_hatch_01","sc/level_touchdown_arena.sc","touchdown_hatch_01","Object","Ground",95,95,-4,,,,,,,,,"TouchdownHatch",,,,,,,,,,,
"touchdown_statue_02","sc/level_touchdown_arena.sc","touchdown_statue_02","Object","Ground",96,96,-13,174,8,,,,,,1001,,,,,,,,,,,,
"touchdown_statue_02_bottom","sc/level_touchdown_arena.sc","touchdown_statue_02","Object","Ground",96,96,-13,174,8,,,,,,1060,,,,,,,,,,,,
"touchdown_front_01","sc/level_touchdown_arena.sc","touchdown_front_01","Object","Ground",100,100,-8,20,11,,,,,,2000,,,,,,,,,,,,
"touchdown_vignette_01","sc/level_touchdown_arena.sc","touchdown_vignette_01","Above","Above",,,,,,,,,,,1070,,,,,,,,,,,,
"touchdown_vfx_01","sc/level_touchdown_arena.sc","touchdown_vfx_01","Object","Ground",,,,,,,"touchdown_lights_01",,,,2000,"Audience",,,,,,,,,,,
"touchdown_stands_02_bottom","sc/level_touchdown_arena.sc","touchdown_stands_02_bottom","Ground","Ground",100,100,-8,20,11,,,,,,1000,,,,,,,,,,,,
"touchdown_tree_01","sc/level_touchdown_arena.sc","touchdown_tree_01","Object","Ground",96,78,-15,64,24,,,,,,,,,,,,,,,,,,
"crowd_giant1_idle1","sc/level_decos.sc","crowd_giant1_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_giant1_idle1",,,,,,,,,
"crowd_giant2_idle1","sc/level_decos.sc","crowd_giant2_idle1","Object","Ground",95,95,-6,-6,,,,,,,1003,"Audience","sc/level_decos.sc","crowd_giant2_idle1",,,,,,,,,
"touchdown_tunnel_01_a","sc/level_touchdown_arena.sc","touchdown_tunnel_01_a","Object","Ground",98,98,-9,184,5,,,,,,,,,,,,,,,,,,
"touchdown_tunnel_02_a","sc/level_touchdown_arena.sc","touchdown_tunnel_02_a","Object","Ground",98,98,-17,53,2,,,,,,1100,,,,,,,,,,,,
"touchdown_flag_02_blue","sc/level_touchdown_arena.sc","touchdown_flag_02_blue","Object","Ground",95,95,,29,17,,,,,,,,,,,,,,,,,,
"touchdown_flag_02_red","sc/level_touchdown_arena.sc","touchdown_flag_02_red","Object","Ground",95,95,,26,17,,,,,,,,,,,,,,,,,,
"electric_base_lights_01","sc/level_electric_arena.sc","electric_base_lights_01_pre","Ground","Ground",6,,,26,17,,,,,,,,,,,"true",,"Overtime","sc/level_electric_arena.sc","electric_base_lights_01",,,
"electric_battery_01","sc/level_electric_arena.sc","electric_battery_01","Object","Ground",91,69,-10,39,39,,,,,,,,,,,,,"Always",,,,,
"electric_battery_02","sc/level_electric_arena.sc","electric_battery_02","Object","Ground",95,68,-4,22,17,,,,,,,,,,,,,"Always",,,,,
"electric_battery_03","sc/level_electric_arena.sc","electric_battery_03","Object","Ground",95,-81,-5,,-10,,,,,,,,,,,,,"Always",,,,,
"electric_battery_04","sc/level_electric_arena.sc","electric_battery_04","Object","Ground",91,69,-10,39,39,,,,,,,,,,,,,,,,,,
"electric_bigbulb_01","sc/level_electric_arena.sc","electric_bigbulb_01","Object","Ground",100,78,-18,127,29,,,,,,,,,,,"true",,"Always",,,,,
"electric_bulb_01","sc/level_electric_arena.sc","electric_bulb_01","Object","Ground",112,78,-13,59,29,,,,,,,,,,,"true",,,,,,,
"electric_bulb_02","sc/level_electric_arena.sc","electric_bulb_02","Object","Ground",112,78,-13,59,29,,,,,,,,,,,"true",,,,,,,
"electric_cactus_01","sc/level_electric_arena.sc","electric_cactus_01","Object","Ground",95,95,-4,20,17,,,,,,,,,,,,,,,,,,
"electric_cactus_02","sc/level_electric_arena.sc","electric_cactus_02","Object","Ground",79,87,-14,51,43,,,,,,,,,,,,,,,,,,
"electric_cactus_03","sc/level_electric_arena.sc","electric_cactus_03","Object","Ground",87,79,-9,69,25,,,,,,,,,,,,,,,,,,
"electric_grass_01","sc/level_electric_arena.sc","electric_grass_01","Object","Ground",98,-83,-2,6,17,,,,,,,,,,,,,,,,,,
"electric_grass_02","sc/level_electric_arena.sc","electric_grass_02","Object","Ground",96,-94,-4,7,17,,,,,,,,,,,,,,,,,,
"electric_grass_03","sc/level_electric_arena.sc","electric_grass_03","Object","Ground",95,-84,-2,6,17,,,,,,,,,,,,,,,,,,
"electric_medal_01","sc/level_electric_arena.sc","electric_medal_01","Object","Ground",95,95,-3,18,17,,,,,,,,,,,,,,,,,,
"electric_rock_01","sc/level_electric_arena.sc","electric_rock_01","Object","Ground",104,87,-18,86,38,,,,,,,,,,,,,,,,,,
"electric_rock_01_a","sc/level_electric_arena.sc","electric_rock_01_a","Object","Ground",104,87,-18,86,38,,,,,,,,,,,,,,,,,,
"electric_rock_01_b","sc/level_electric_arena.sc","electric_rock_01_b","Object","Ground",104,87,-18,86,38,,,,,,,,,,,,,,,,,,
"electric_rock_02","sc/level_electric_arena.sc","electric_rock_02","Object","Ground",95,72,-35,200,30,,,,,,,,,,,,,,,,,,
"electric_rock_02_a","sc/level_electric_arena.sc","electric_rock_02_a","Object","Ground",95,72,-35,200,30,,,,,,,,,,,,,,,,,,
"electric_rock_02_b","sc/level_electric_arena.sc","electric_rock_02_b","Object","Ground",95,72,-35,200,30,,,,,,,,,,,,,,,,,,
"electric_rock_03","sc/level_electric_arena.sc","electric_rock_03","Object","Ground",95,73,-9,54,30,,,,,,,,,,,,,,,,,,
"electric_rock_03_a","sc/level_electric_arena.sc","electric_rock_03_a","Object","Ground",96,63,-22,159,24,,,,,,,,,,,,,,,,,,
"electric_rock_04","sc/level_electric_arena.sc","electric_rock_04","Object","Ground",95,82,-5,26,29,,,,,,,,,,,,,,,,,,
"electric_rock_04_a","sc/level_electric_arena.sc","electric_rock_04_a","Object","Ground",95,82,-5,26,29,,,,,,,,,,,,,,,,,,
"electric_rock_04_b","sc/level_electric_arena.sc","electric_rock_04_b","Object","Ground",95,82,-5,26,29,,,,,,,,,,,,,,,,,,
"electric_rock_05","sc/level_electric_arena.sc","electric_rock_05","Object","Ground",91,91,-10,26,31,,,,,,,,,,,,,,,,,,
"electric_rock_05_a","sc/level_electric_arena.sc","electric_rock_05_a","Object","Ground",91,91,-10,26,31,,,,,,,,,,,,,,,,,,
