"Name","TID","TemplateIndex","DataUniqueId","LeagueIndex","DivisionIndex","RequiredWins","LossSubtraction","CardLevelCap","GameMode","IsEloBased","ShowGameModeIcon","WinsToCreateFloor","SeasonResetWinMultiplier","ShouldCountWinRateForInitialElo","IconSWF","IconExportName","ListIconExportName","UnlockReward","UnlockRewardAmount","OneTimeReward","OneTimeRewardAmount","EndOfSeasonReward","EndOfSeasonRewardAmount","LeagueDividerExportName","MatchmakingMinScoreDelta","MatchmakingMaxScoreDelta","MatchmakingMaxSeconds","SmallIconExportName"
"Template_4_Ranked9.2","TID_RANKED_LEAGUE_9",4,21,8,1,82,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_009"
"Template_4_Ranked10","TID_RANKED_LEAGUE_10",4,22,9,0,87,1,14,"Ranked1v1","TRUE",,-1,6,"TRUE","sc/ui_league_badges.sc","league_badge_010","league_badge_010_nofx","Gold",6000,"Emote_EmoteChronos71",1,,,"divider_league_last",15,300,60,"league_list_icon_010"
"Template_5_Ranked1.1","TID_RANKED_LEAGUE_1",5,0,0,0,0,0,11,"Ranked1v1","FALSE",,1,1,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,"divider_league",1,10,60,"league_list_icon_001"
"Template_5_Ranked1.2","TID_RANKED_LEAGUE_1",5,23,0,1,3,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","WildcardCommon",250,,,,,,1,10,60,"league_list_icon_001"
"Template_5_Ranked1.3","TID_RANKED_LEAGUE_1",5,1,0,2,7,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,,1,10,60,"league_list_icon_001"
"Template_5_Ranked2.1","TID_RANKED_LEAGUE_2",5,2,1,0,10,1,11,"Ranked1v1","FALSE",,3,2,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,"Chest_Giant_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_002"
"Template_5_Ranked2.2","TID_RANKED_LEAGUE_2",5,3,1,1,13,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_002"
"Template_5_Ranked2.3","TID_RANKED_LEAGUE_2",5,4,1,2,17,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_002"
"Template_5_Ranked3.1","TID_RANKED_LEAGUE_3",5,5,2,0,21,1,11,"Ranked1v1","FALSE",,4,3,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","WildcardEpic",10,"Gold",15000,,,"divider_league",2,10,60,"league_list_icon_003"
"Template_5_Ranked3.2","TID_RANKED_LEAGUE_3",5,24,2,1,24,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",3000,,,,,,2,10,60,"league_list_icon_003"
"Template_5_Ranked3.3","TID_RANKED_LEAGUE_3",5,6,2,2,28,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_003"
"Template_5_Ranked4.1","TID_RANKED_LEAGUE_4",5,7,3,0,32,1,12,"Ranked1v1","FALSE",,5,4,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Emote_EmoteChronos107",1,"Chest_Magic_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_004"
"Template_5_Ranked4.2","TID_RANKED_LEAGUE_4",5,8,3,1,35,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardLegendary",1,,,,,,2,10,60,"league_list_icon_004"
"Template_5_Ranked4.3","TID_RANKED_LEAGUE_4",5,9,3,2,39,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_004"
"Template_5_Ranked5.1","TID_RANKED_LEAGUE_5",5,10,4,0,43,1,12,"Ranked1v1","FALSE",,6,5,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardChampion",1,"Gold",20000,,,"divider_league",2,10,60,"league_list_icon_005"
"Template_5_Ranked5.2","TID_RANKED_LEAGUE_5",5,11,4,1,46,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_005"
"Template_5_Ranked5.3","TID_RANKED_LEAGUE_5",5,12,4,2,50,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardCommon",250,,,,,,2,10,60,"league_list_icon_005"
"Template_5_Ranked6.1","TID_RANKED_LEAGUE_6",5,13,5,0,54,1,13,"Ranked1v1","FALSE",,7,6,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",6000,"Chest_Shop_Small_1_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_006"
"Template_5_Ranked6.2","TID_RANKED_LEAGUE_6",5,14,5,1,57,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_006"
"Template_5_Ranked6.3","TID_RANKED_LEAGUE_6",5,15,5,2,61,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_006"
"Template_5_Ranked7.1","TID_RANKED_LEAGUE_7",5,16,6,0,65,1,13,"Ranked1v1","FALSE",,-1,7,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardEpic",10,"Gold",25000,,,"divider_league",2,10,60,"league_list_icon_007"
"Template_5_Ranked7.2","TID_RANKED_LEAGUE_7",5,17,6,1,69,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_007"
"Template_5_Ranked8.1","TID_RANKED_LEAGUE_8",5,18,7,0,73,1,14,"Ranked1v1","FALSE",,-1,8,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","WildcardLegendary",1,"Chest_Shop_Large_Legendary_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_008"
"Template_5_Ranked8.2","TID_RANKED_LEAGUE_8",5,19,7,1,77,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_008"
"Template_5_Ranked9.1","TID_RANKED_LEAGUE_9",5,20,8,0,82,1,14,"Ranked1v1","FALSE",,-1,9,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","WildcardChampion",1,"Gold",30000,,,"divider_league",2,10,60,"league_list_icon_009"
"Template_5_Ranked9.2","TID_RANKED_LEAGUE_9",5,21,8,1,87,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_009"
"Template_5_Ranked10","TID_RANKED_LEAGUE_10",5,22,9,0,93,1,14,"Ranked1v1","TRUE",,-1,10,"TRUE","sc/ui_league_badges.sc","league_badge_010","league_badge_010_nofx","Gold",6000,"Emote_EmoteChronos71",1,,,"divider_league_last",15,150,90,"league_list_icon_010"
"Template_6_Ranked1.1","TID_RANKED_LEAGUE_1",6,0,0,0,0,0,11,"Ranked1v1","FALSE",,1,1,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,"divider_league",1,10,60,"league_list_icon_001"
"Template_6_Ranked1.2","TID_RANKED_LEAGUE_1",6,23,0,1,3,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","WildcardCommon",250,,,,,,1,10,60,"league_list_icon_001"
"Template_6_Ranked1.3","TID_RANKED_LEAGUE_1",6,1,0,2,7,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,,1,10,60,"league_list_icon_001"
"Template_6_Ranked2.1","TID_RANKED_LEAGUE_2",6,2,1,0,10,1,11,"Ranked1v1","FALSE",,3,2,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,"Chest_Giant_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_002"
"Template_6_Ranked2.2","TID_RANKED_LEAGUE_2",6,3,1,1,13,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_002"
"Template_6_Ranked2.3","TID_RANKED_LEAGUE_2",6,4,1,2,17,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_002"
"Template_6_Ranked3.1","TID_RANKED_LEAGUE_3",6,5,2,0,21,1,11,"Ranked1v1","FALSE",,4,3,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","WildcardEpic",10,"Gold",15000,,,"divider_league",2,10,60,"league_list_icon_003"
"Template_6_Ranked3.2","TID_RANKED_LEAGUE_3",6,24,2,1,24,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",3000,,,,,,2,10,60,"league_list_icon_003"
"Template_6_Ranked3.3","TID_RANKED_LEAGUE_3",6,6,2,2,28,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_003"
"Template_6_Ranked4.1","TID_RANKED_LEAGUE_4",6,7,3,0,32,1,12,"Ranked1v1","FALSE",,5,4,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Emote_EmoteChronos113",1,"Chest_Magic_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_004"
"Template_6_Ranked4.2","TID_RANKED_LEAGUE_4",6,8,3,1,35,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardLegendary",1,,,,,,2,10,60,"league_list_icon_004"
"Template_6_Ranked4.3","TID_RANKED_LEAGUE_4",6,9,3,2,39,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_004"
"Template_6_Ranked5.1","TID_RANKED_LEAGUE_5",6,10,4,0,43,1,12,"Ranked1v1","FALSE",,6,5,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardChampion",1,"Gold",20000,,,"divider_league",2,10,60,"league_list_icon_005"
"Template_6_Ranked5.2","TID_RANKED_LEAGUE_5",6,11,4,1,46,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_005"
"Template_6_Ranked5.3","TID_RANKED_LEAGUE_5",6,12,4,2,50,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardCommon",250,,,,,,2,10,60,"league_list_icon_005"
"Template_6_Ranked6.1","TID_RANKED_LEAGUE_6",6,13,5,0,54,1,13,"Ranked1v1","FALSE",,7,6,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",6000,"Chest_Shop_Small_1_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_006"
"Template_6_Ranked6.2","TID_RANKED_LEAGUE_6",6,14,5,1,57,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_006"
"Template_6_Ranked6.3","TID_RANKED_LEAGUE_6",6,15,5,2,61,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_006"
"Template_6_Ranked7.1","TID_RANKED_LEAGUE_7",6,16,6,0,65,1,13,"Ranked1v1","FALSE",,-1,7,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardEpic",10,"Gold",25000,,,"divider_league",2,10,60,"league_list_icon_007"
"Template_6_Ranked7.2","TID_RANKED_LEAGUE_7",6,17,6,1,69,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_007"
"Template_6_Ranked8.1","TID_RANKED_LEAGUE_8",6,18,7,0,73,1,14,"Ranked1v1","FALSE",,-1,8,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","WildcardLegendary",1,"Chest_Shop_Large_Legendary_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_008"
"Template_6_Ranked8.2","TID_RANKED_LEAGUE_8",6,19,7,1,77,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_008"
"Template_6_Ranked9.1","TID_RANKED_LEAGUE_9",6,20,8,0,82,1,14,"Ranked1v1","FALSE",,-1,9,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","WildcardChampion",1,"Gold",30000,,,"divider_league",2,10,60,"league_list_icon_009"
"Template_6_Ranked9.2","TID_RANKED_LEAGUE_9",6,21,8,1,87,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_009"
"Template_6_Ranked10","TID_RANKED_LEAGUE_10",6,22,9,0,93,1,14,"Ranked1v1","TRUE",,-1,10,"TRUE","sc/ui_league_badges.sc","league_badge_010","league_badge_010_nofx","Gold",6000,"Emote_EmoteChronos71",1,,,"divider_league_last",15,150,90,"league_list_icon_010"
"Template_7_Ranked1.1","TID_RANKED_LEAGUE_1",7,0,0,0,0,0,11,"Ranked1v1","FALSE",,1,1,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,"divider_league",1,10,60,"league_list_icon_001"
"Template_7_Ranked1.2","TID_RANKED_LEAGUE_1",7,23,0,1,3,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","WildcardCommon",250,,,,,,1,10,60,"league_list_icon_001"
"Template_7_Ranked1.3","TID_RANKED_LEAGUE_1",7,1,0,2,7,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,,1,10,60,"league_list_icon_001"
"Template_7_Ranked2.1","TID_RANKED_LEAGUE_2",7,2,1,0,10,1,11,"Ranked1v1","FALSE",,3,2,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,"Chest_Giant_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_002"
"Template_7_Ranked2.2","TID_RANKED_LEAGUE_2",7,3,1,1,13,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_002"
"Template_7_Ranked2.3","TID_RANKED_LEAGUE_2",7,4,1,2,17,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_002"
"Template_7_Ranked3.1","TID_RANKED_LEAGUE_3",7,5,2,0,21,1,11,"Ranked1v1","FALSE",,4,3,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","WildcardEpic",10,"Gold",15000,,,"divider_league",2,10,60,"league_list_icon_003"
"Template_7_Ranked3.2","TID_RANKED_LEAGUE_3",7,24,2,1,24,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",3000,,,,,,2,10,60,"league_list_icon_003"
"Template_7_Ranked3.3","TID_RANKED_LEAGUE_3",7,6,2,2,28,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_003"
"Template_7_Ranked4.1","TID_RANKED_LEAGUE_4",7,7,3,0,32,1,12,"Ranked1v1","FALSE",,5,4,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Emote_EmoteChronos116",1,"Chest_Magic_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_004"
"Template_7_Ranked4.2","TID_RANKED_LEAGUE_4",7,8,3,1,35,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardLegendary",1,,,,,,2,10,60,"league_list_icon_004"
"Template_7_Ranked4.3","TID_RANKED_LEAGUE_4",7,9,3,2,39,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardElite",2500,,,,,,2,10,60,"league_list_icon_004"
"Template_7_Ranked5.1","TID_RANKED_LEAGUE_5",7,10,4,0,43,1,12,"Ranked1v1","FALSE",,6,5,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardChampion",1,"Gold",20000,,,"divider_league",2,10,60,"league_list_icon_005"
"Template_7_Ranked5.2","TID_RANKED_LEAGUE_5",7,11,4,1,46,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_005"
"Template_7_Ranked5.3","TID_RANKED_LEAGUE_5",7,12,4,2,50,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardCommon",250,,,,,,2,10,60,"league_list_icon_005"
"Template_7_Ranked6.1","TID_RANKED_LEAGUE_6",7,13,5,0,54,1,13,"Ranked1v1","FALSE",,7,6,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardElite",5000,"Chest_Shop_Small_1_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_006"
"Template_7_Ranked6.2","TID_RANKED_LEAGUE_6",7,14,5,1,57,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_006"
"Template_7_Ranked6.3","TID_RANKED_LEAGUE_6",7,15,5,2,61,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_006"
"Template_7_Ranked7.1","TID_RANKED_LEAGUE_7",7,16,6,0,65,1,13,"Ranked1v1","FALSE",,-1,7,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardEpic",10,"Gold",25000,,,"divider_league",2,10,60,"league_list_icon_007"
"Template_7_Ranked7.2","TID_RANKED_LEAGUE_7",7,17,6,1,69,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardElite",7500,,,,,,2,10,60,"league_list_icon_007"
"Template_7_Ranked8.1","TID_RANKED_LEAGUE_8",7,18,7,0,73,1,14,"Ranked1v1","FALSE",,-1,8,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","WildcardLegendary",1,"Chest_Shop_Large_Legendary_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_008"
"Template_7_Ranked8.2","TID_RANKED_LEAGUE_8",7,19,7,1,77,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_008"
"Template_7_Ranked9.1","TID_RANKED_LEAGUE_9",7,20,8,0,82,1,14,"Ranked1v1","FALSE",,-1,9,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","WildcardChampion",1,"Gold",30000,,,"divider_league",2,10,60,"league_list_icon_009"
"Template_7_Ranked9.2","TID_RANKED_LEAGUE_9",7,21,8,1,87,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","WildcardElite",10000,,,,,,2,10,60,"league_list_icon_009"
"Template_7_Ranked10","TID_RANKED_LEAGUE_10",7,22,9,0,93,1,14,"Ranked1v1","TRUE",,-1,10,"TRUE","sc/ui_league_badges.sc","league_badge_010","league_badge_010_nofx","Gold",12000,"Emote_EmoteChronos71",1,,,"divider_league_last",15,150,90,"league_list_icon_010"
"Template_8_Ranked1.1","TID_RANKED_LEAGUE_1",8,0,0,0,0,0,11,"Ranked1v1","FALSE",,1,1,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,"divider_league",1,10,60,"league_list_icon_001"
"Template_8_Ranked1.2","TID_RANKED_LEAGUE_1",8,23,0,1,3,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","WildcardCommon",250,,,,,,1,10,60,"league_list_icon_001"
"Template_8_Ranked1.3","TID_RANKED_LEAGUE_1",8,1,0,2,7,0,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_001","league_badge_001_nofx","Gold",3000,,,,,,1,10,60,"league_list_icon_001"
"Template_8_Ranked2.1","TID_RANKED_LEAGUE_2",8,2,1,0,10,1,11,"Ranked1v1","FALSE",,3,2,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,"Chest_Giant_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_002"
"Template_8_Ranked2.2","TID_RANKED_LEAGUE_2",8,3,1,1,13,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_002"
"Template_8_Ranked2.3","TID_RANKED_LEAGUE_2",8,4,1,2,17,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_002","league_badge_002_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_002"
"Template_8_Ranked3.1","TID_RANKED_LEAGUE_3",8,5,2,0,21,1,11,"Ranked1v1","FALSE",,4,3,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","WildcardEpic",10,"Gold",15000,,,"divider_league",2,10,60,"league_list_icon_003"
"Template_8_Ranked3.2","TID_RANKED_LEAGUE_3",8,24,2,1,24,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",3000,,,,,,2,10,60,"league_list_icon_003"
"Template_8_Ranked3.3","TID_RANKED_LEAGUE_3",8,6,2,2,28,1,11,"Ranked1v1","FALSE",,,,,"sc/ui_league_badges.sc","league_badge_003","league_badge_003_nofx","Gold",6000,,,,,,2,10,60,"league_list_icon_003"
"Template_8_Ranked4.1","TID_RANKED_LEAGUE_4",8,7,3,0,32,1,12,"Ranked1v1","FALSE",,5,4,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","Emote_EmoteChronos122",1,"Chest_Magic_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_004"
"Template_8_Ranked4.2","TID_RANKED_LEAGUE_4",8,8,3,1,35,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardLegendary",1,,,,,,2,10,60,"league_list_icon_004"
"Template_8_Ranked4.3","TID_RANKED_LEAGUE_4",8,9,3,2,39,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_004","league_badge_004_nofx","WildcardElite",2500,,,,,,2,10,60,"league_list_icon_004"
"Template_8_Ranked5.1","TID_RANKED_LEAGUE_5",8,10,4,0,43,1,12,"Ranked1v1","FALSE",,6,5,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardChampion",1,"Gold",20000,,,"divider_league",2,10,60,"league_list_icon_005"
"Template_8_Ranked5.2","TID_RANKED_LEAGUE_5",8,11,4,1,46,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_005"
"Template_8_Ranked5.3","TID_RANKED_LEAGUE_5",8,12,4,2,50,1,12,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_005","league_badge_005_nofx","WildcardCommon",250,,,,,,2,10,60,"league_list_icon_005"
"Template_8_Ranked6.1","TID_RANKED_LEAGUE_6",8,13,5,0,54,1,13,"Ranked1v1","FALSE",,7,6,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardElite",5000,"Chest_Shop_Small_1_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_006"
"Template_8_Ranked6.2","TID_RANKED_LEAGUE_6",8,14,5,1,57,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","WildcardRare",50,,,,,,2,10,60,"league_list_icon_006"
"Template_8_Ranked6.3","TID_RANKED_LEAGUE_6",8,15,5,2,61,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_006","league_badge_006_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_006"
"Template_8_Ranked7.1","TID_RANKED_LEAGUE_7",8,16,6,0,65,1,13,"Ranked1v1","FALSE",,-1,7,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardEpic",10,"Gold",25000,,,"divider_league",2,10,60,"league_list_icon_007"
"Template_8_Ranked7.2","TID_RANKED_LEAGUE_7",8,17,6,1,69,1,13,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_007","league_badge_007_nofx","WildcardElite",7500,,,,,,2,10,60,"league_list_icon_007"
"Template_8_Ranked8.1","TID_RANKED_LEAGUE_8",8,18,7,0,73,1,14,"Ranked1v1","FALSE",,-1,8,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","WildcardLegendary",1,"Chest_Shop_Large_Legendary_Arena_L1",1,,,"divider_league",2,10,60,"league_list_icon_008"
"Template_8_Ranked8.2","TID_RANKED_LEAGUE_8",8,19,7,1,77,1,14,"Ranked1v1","FALSE",,,,"TRUE","sc/ui_league_badges.sc","league_badge_008","league_badge_008_nofx","Gold",12000,,,,,,2,10,60,"league_list_icon_008"
"Template_8_Ranked9.1","TID_RANKED_LEAGUE_9",8,20,8,0,82,1,14,"Ranked1v1","FALSE",,-1,9,"TRUE","sc/ui_league_badges.sc","league_badge_009","league_badge_009_nofx","WildcardChampion",1,"Gold",30000,,,"divider_league",2,10,60,"league_list_icon_009"
