"Name","Rarity","Flags","Tribe","SightRange","DeployTime","ChargeRange","Speed","Hitpoints","HitSpeed","LoadTime","Damage","DamageSpecial","CrownTowerDamagePercent","LoadFirstHit","LoadAfterRetarget","StopTimeAfterAttack","StopTimeAfterSpecialAttack","Projectile","CustomFirstProjectile","MultipleProjectiles","MultipleTargets","AllTargetsHit","Range","MinimumRange","SpecialMinRange","SpecialRange","SpecialLoadTime","SpecialReadyEffect","SpecialIgnoreBuildings","SpecialAttacksToIgnoreList","AttacksGround","AttacksAir","DeathDamageRadius","DeathDamage","DeathPushBack","AttackPushBack","MeleePushback","LifeTime","ProjectileSpecial","ProjectileEffect","ProjectileEffectSpecial","AreaDamageRadius","TargetOnlyBuildings","TargetOnlyTroops","TargetOnlyTowers","TargetOnlyKingTower","SpecialAttackInterval","BuffOnDamage","BuffOnDamageTime","StartingBuff","StartingBuffTime","Mesh","FileName","BlueExportName","BlueTopExportName","RedExportName","RedTopExportName","PrestigeSWF","PrestigeExportName","PrestigeExportName2","PrestigeExportName3","PrestigeRedExportName","PrestigeRedExportName2","PrestigeRedExportName3","UseAnimator","AttachedCharacter","AttachedCharacterHeight","DamageEffect","DamageEffectSpecial","DeathEffect","MoveEffect","LoopMoveEffect","SpawnEffect","SpawnEffectOnce","CrowdEffects","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","ShadowCustom","ShadowCustomLow","Pushback","IgnorePushback","Scale","CollisionRadius","Mass","TileSizeOverride","AreaBuff","AreaBuffTime","AreaBuffRadius","HealthBar","HealthBarOffsetY","ShowHealthNumber","FlyingHeight","FlyDirectPaths","FlyFromGround","Hovering","DamageExportName","GrowTime","GrowSize","MorphCharacter","MorphEffect","HealOnMorph","AreaEffectOnMorph","MorphTime","MorphKeepTarget","AttackStartEffect","AttackStartEffectSpecial","DashImmuneToDamageTime","DashStartEffect","DashEffect","DashCooldown","JumpHeight","DashPushBack","DashRadius","DashDamage","DashFilter","DashConstantTime","DashLandingTime","LandingEffect","DashMinRange","DashMaxRange","DashDistance","DashOnlyOnce","DashingDamage","DashingPushback","DashToTargetRadius","JumpSpeed","ContinuousEffect","SpawnStartTime","SpawnInterval","SpawnNumber","SpawnLimit","DestroyAtLimit","SpawnPauseTime","SpawnCharacterLevelIndex","SpawnCharacter","SpawnCharacterLevelIndex2","SpawnCharacter2","SpawnCharacterLevelIndex3","SpawnCharacter3","SpawnProjectile","SpawnCharacterEffect","SpawnDeployBaseAnim","SpawnRadius","SpawnAttach","SpawnAttachMaxRotation","DeathSpawnDeployBaseAnim","DeathSpawnCount","DeathSpawnCharacter","DeathSpawnCount2","DeathSpawnCharacter2","DeathSpawnCharacter3","DeathSpawnIsSameUnit","RandomizeDeathSpawn","DeathSpawnProjectile","DeathSpawnRadius","DeathSpawnMinRadius","SpawnAngleShift","SpawnMaxAngle","DeathSpawnDeployTime","DeathSpawnPushback","DeathAreaEffect","DeathInheritIgnoreList","Kamikaze","KamikazeTime","KamikazeEffect","SpawnPathfindSpeed","SpawnPathfindEffect","SpawnPathfindMorph","SpawnPushback","SpawnPushbackRadius","SpawnAreaObject","SpawnAreaObjectLevelIndex","ChargeEffect","TakeDamageEffect","ProjectileStartRadius","ProjectileStartZ","StopMovementAfterMS","WaitMS","DontStopMoveAnim","IsSummonerTower","NoDeploySizeW","NoDeploySizeH","TID","VariableDamage2","VariableDamageTime1","VariableDamage3","VariableDamageTime2","TargettedDamageEffect1","TargettedDamageEffect2","TargettedDamageEffect3","DamageLevelTransitionEffect12","DamageLevelTransitionEffect23","FlameEffect1","FlameEffect2","FlameEffect3","TargetEffectY","SelfAsAoeCenter","HidesWhenNotAttacking","HideTimeMs","HideBeforeFirstHit","SpecialAttackWhenHidden","TargetedHitEffect","TargetedHitEffectSpecial","TargetedEffectVisualPushback","UpTimeMs","HideEffect","AppearEffect","AppearPushbackRadius","AppearPushback","AppearAreaObject","ManaCollectAmount","ManaGenerateTimeMs","ManaGenerateLimit","ManaOnDeath","HasRotationOnTimeline","TurretMovement","ProjectileYOffset","ChargeSpeedMultiplier","DeployDelay","DeployBaseAnimExportName","JumpEnabled","SightClip","AreaEffectOnDash","SightClipSide","WalkingSpeedTweakPercentage","ShieldHitpoints","ShieldDiePushback","ShieldLostEffect","BlueShieldExportName","RedShieldExportName","LoadAttackEffect1","LoadAttackEffect2","LoadAttackEffect3","LoadAttackEffectReady","RotateAngleSpeed","DeployTimerDelay","RetargetEachTick","RetargetAfterAttack","AttackShakeTime","VisualHitSpeed","Burst","BurstDelay","BurstKeepTarget","BurstAffectAnimation","ActivationTime","AttackDashTime","LoopingFilter","BuildingTarget","SpawnConstPriority","BuffWhenNotAttacking","BuffWhenNotAttackingTime","BuffWhenNotAttackingEffect","BuffWhenNotAttackingRemoveEffect","AreaEffectOnHit","AttackStateDamage","AttackStateEffect","SpeedBeforeAttack","MoveEffect2","ReflectedAttackBuff","ReflectedAttackBuffDuration","ReflectedAttackRadius","ReflectedAttackDamage","ReflectedAttackEffect","ReflectedAttackTargetedEffect","ReflectedAttackTargetedEffectSources","IgnoreTargetsWithBuff","DeprioritizeTargetsWithBuff","OverrideAttackFinishTime","AttackFinishTime","BuffOnKill","BuffOnKillTime","BuffOn50HP","BuffOn50HPTime","BuffOnXHP","BuffOnXHPPercent","BuffOnXHPTime","SuckElixirSpeed","CapturableBuilding","SightRangeForCharacters","AttackStateCount","NeutralObject","BuffAfterHitsCount","BuffAfterHitsTime","BuffAfterHits","MorphAfterHitsCount","ConvertOnKill","FollowingAreaEffect","MoveSpeedByFriendlyMass","MoveRadiusByFriendlyMass","IgnoreBuff","TargetLowestHP","Ability"
"BoostShield","Epic",,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rage_bottle_explode",,,"boost_rage_spawn",,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BoostShield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CloneBottle","Epic",,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/building_rage_bottle.sc","rage_bottle_fall",,"rage_bottle_fall",,"sc/building_prestige_dl.sc",,,,,,,,,,,,"rage_bottle_explode",,,"GiantSkeleton_Bomb_deploy",,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GoblinCannon","Common",,,22000,3500,,,560,5000,4000,,,,,,,,"GoblinBarrel",,,,,22000,3500,,,,,,,"true",,,,,,,30000,,"mortar_attack",,,,,,,,,,,,,"sc/building_mortar.sc","building_mortar1",,"building_mortar1_enemy",,"sc/building_prestige_dl.sc",,"mortar_prestige_blue",,,"mortar_prestige_red",,"true",,,,,"mortar_die",,,"mortar_deploy",,,80,80,,,35,,,,,140,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,"TID_BUILDING_MORTAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BombTowerBomb","Rare",,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",3000,105,,,,,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","giant_skeleton_bomb_blue",,"giant_skeleton_bomb_red",,"sc/building_prestige_dl.sc",,,,,,,,,,,,"MegaBombExplodeSkeleton",,,"GiantSkeleton_Bomb_deploy",,,,,,,,,,,,100,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,"TID_BUILDING_GIANT_SKELETON_BOMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarkElixir","Common",,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rage_bottle_explode",,,"dark_elixir_spawn",,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DarkElixir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarkElixirCollector","Common",,,5500,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/building_elixir_collector.sc","building_elixir_pump_blue",,"building_elixir_pump_red",,,,,,,,,,,,,,"elixircollector_die",,,,,,55,50,-15,,35,,,,,100,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,
"ElixirCollectorNeutral","Common",,,,1000,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999,,,,,,,,,,,,,,,"sc/building_elixir_collector.sc","elixir_storage",,"elixir_storage",,,,,,,,,,,,,,"elixir_storage_dies",,,"elixircollector_deploy",,,55,50,-15,,35,,,,,100,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_BUILDING_ELIXIR_COLLECTOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",4000,,,,,,,,,,,,,
"DragonEgg","Common",,,,1000,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999,,,,,,,,,,,,,,,"sc/effects.sc","dragon_egg",,"dragon_egg",,,,,,,,,,,,,,"elixircollector_die",,,,,,55,50,-15,,35,,,,,120,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dragon_egg_bottom",,,,,,,,,,,,,,,,,,,"filter_deploy_unit_miner",,"BabyDragon",,"ElectroDragon","InfernoDragon",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_BUILDING_ELIXIR_COLLECTOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",4000,,,,,,,,,,,,,
"Fisherbarrel","Common",,,6500,,,,,2000,,,,,,,,2000,,,,,,,,1000,8000,1000,,,"true","true",,,,,,,,"FishermanProjectile","musketeer_attack",,,,"true",,,,,,,,,"sc/chr_fisherman_dl.sc","fisherman",,"fisherman",,,,,,,,,"true",,,"musketeer_hit",,"musketeer_die","musketeer_steps",,"musketeer_deploy",,,80,80,,-10,35,,,,,100,500,10,,,,,"Medium",,,,,,,"filter_damage",,,,,,,,,"musketeer_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_KNIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,
"FishBoat","Common",,,,1000,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999,,,,,,,,,,,,,,,"sc/chr_fisherman_dl.sc","fisherman_idle1_9",,"fisherman_idle1_9",,,,,,,,,,,,,,"musketeer_die",,,"musketeer_deploy",,,,,,,,,,,,120,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_miner",,"Fisherman",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_BUILDING_ELIXIR_COLLECTOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",4000,,,,,,,,,,,,,
"CommonBomb","Common",,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",3000,90,1500,,,,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","giant_skeleton_bomb_blue",,"giant_skeleton_bomb_red",,"sc/building_prestige_dl.sc",,,,,,,,,,,,"BombTower_die",,,"GiantSkeleton_Bomb_deploy",,,,,,,,,,,,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,"TID_BUILDING_GIANT_SKELETON_BOMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ThrownBomb","Common",,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",2500,90,1000,,,,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","giant_skeleton_bomb_blue",,"giant_skeleton_bomb_red",,"sc/building_prestige_dl.sc",,,,,,,,,,,,"BombTower_die",,,"GiantSkeleton_Bomb_deploy",,,,,,,,,,,,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,"TID_BUILDING_GIANT_SKELETON_BOMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RoyalDelivery","Common",,,,2000,,,,,,,,,,,,,,,,,,3000,,,,,,,,"true","true",3000,150,1000,,,,,,,,,,,,,,,,,,"sc/spell_royale_delivery_dl.sc",,,,,"sc/building_prestige_dl.sc",,,,,,,,,,,,"royale_delivery_broken",,,"Royale_Delivery_spawn",,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Recruit",,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,"TID_BUILDING_GIANT_SKELETON_BOMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KingTowerClanBoatAttacker","Common",,,7000,,,,300,1000,500,,,,,,,,"KingProjectile",,,,,7000,,,,,,,,"true","true",,,,,,,,"King_attack",,,,,,,,,,,,,"sc/building_clanwars_towers.sc","cw_player_tower",,"cw_player_tower",,"sc/building_prestige_dl.sc",,,,,,,,,2400,"musketeer_hit",,"KingTowerClanBoatAttacker_die",,,,,,102,60,-6,2,13,,,,,100,1400,,2,,,,"Summoner",-27,"true",,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,3500,,,,,18,16,"TID_SPELL_WIZARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KingTowerClanBoatDefender","Common",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/building_prestige_dl.sc",,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrincessTowerClanBoatDefender","Common",,,7500,,,,1400,1600,,,,,,,,,"TowerPrincessProjectile",,,,,7500,,,,,,,,"true","true",,,,,,,,"ArcherTowerAttack",,,,,,,,,,,,,"sc/building_tower.sc","StarTower_base_blue","StarTower_top_blue","StarTower_base_red","StarTower_top_red","sc/building_prestige_dl.sc",,,,,,,,"TowerPrincess",2200,,,"Princess_Clanwar_tower_die",,,,,"true",102,70,-5,5,13,,,,,100,1000,,,,,,"ClanBoatDefense",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,3000,,,,"true",18,21,"TID_BUILDING_ARCHER_TOWER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanWarsTowerXbow","Common","PveDefenseTower",,8000,2000,,,3300,250,,,,,,,,,"CWTXbowProjectile",,,,,8000,,,,,,,,"true","true",,,,,,,,"boat_tower_xbow_fire",,,,,,,,,,,,,"sc/building_clanwars_towers.sc","cw_tower_xbow_blue",,"cw_tower_xbow_red",,,,,,,,,,,,,,"pve_tower_explode",,,,,"true",96,-57,-10,47,-8,,,,,100,1800,,,,,,"ClanBoatDefense",19,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"ClanWarsTowerBomb",,,,,,,,,,,,,,,,,,,,,,,,,,,1500,4500,,,,"true",18,21,"TID_BUILDING_ARCHER_TOWER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanWarsTowerXbowDestroyedSpawn","Common",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/building_clanwars_towers.sc","cw_tower_xbow_blue_spawn",,"cw_tower_xbow_red_spawn",,,,,,,,,,,,,,"pve_tower_explode",,,,,,100,80,-5,60,10,,,,,100,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_bubbles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_BUILDING_ARCHER_TOWER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,
"ClanWarsTowerXbowDestroyedAtStart","Common",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/building_clanwars_towers.sc","cw_tower_xbow_destroyed",,"cw_tower_xbow_destroyed",,,,,,,,,,,,,,"pve_tower_explode",,,,,,100,80,-5,60,10,,,,,100,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_BUILDING_ARCHER_TOWER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,
"ClanWarsTowerBomb","Common",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",10000,10000,1800,,,,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","giant_skeleton_bomb_blue",,"giant_skeleton_bomb_red",,"sc/building_prestige_dl.sc",,,,,,,,,,,,"clan_war_tower_explosion",,,,,,,,,,,,,,,100,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,"TID_BUILDING_GIANT_SKELETON_BOMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortar_Unowned","Common",,,,1000,,,1500,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"sc/building_mortar.sc","building_mortar1",,"building_mortar1_enemy",,"sc/building_prestige_dl.sc",,"mortar_prestige_blue",,,"mortar_prestige_red",,"true",,,,,"mortar_die",,,"mortar_deploy",,,80,80,,,35,,,,,200,1000,,,,,,,,,,,,,"filter_damage",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_miner",,"Mortar_Owned",,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,"TID_BUILDING_MORTAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",4000,,,,,,,,,,,,,
"Mortar_Owned","Common",,,20000,1000,,,1500,5000,4000,,,,,,,,"MortarProjectile",,,,"true",20000,3500,,,,,,,"true",,,,,,,20000,,"mortar_attack",,,,,"true",,,,,,,,"sc/building_mortar.sc","building_mortar1",,"building_mortar1_enemy",,"sc/building_prestige_dl.sc",,"mortar_prestige_blue",,,"mortar_prestige_red",,"true",,,,,"mortar_die",,,"mortar_deploy",,,80,80,,,35,,,,,200,1000,,,,,,,,,,,,,"filter_damage",,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GoblinDrill","Epic",,,2000,1000,,,900,1100,200,,,,,,,,,,,,,2000,,,,,,,,"true",,,,,,,9000,,,,,,,,,,,,,,,"sc/building_goblin_drill.sc","goblin_drill",,"enemy_goblin_drill",,,,,,,,,,,,,,"goblin_drill_die",,,"goblin_drill_deploy",,,102,60,-7,27,8,,,,,100,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,1,,,3000,5,"Goblin",,,,,,,"filter_deploy_unit_miner",,,,"filter_deploy_unit_miner",3,"Goblin",,,,,,,500,500,,,500,,,,,,,,,,,,"GoblinDrillDamage",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSEB2","Common",,,5500,1000,,,350,800,,,,,,,,,"TowerCannonball",,,,,5500,,,,,,,,"true",,,,,,,30000,,"cannon_fire_projectile",,,,,,,,,,,,,"sc/building_basic_cannon.sc","building_cannon",,"building_enemy_cannon",,,,,,,,,,,,,,"Cannon_die",,,"Cannon_deploy",,,90,-90,-7,10,10,,,,,100,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2500,,,,,,,"TID_BUILDING_CANNON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
