"Name","CameraMode","CameraXOffset","CameraYOffset","EventTimeMS","EventType","EventParamInt1","EventParamInt2","EventParamString1"
"Rage","Normal",,-2000,500,"Spawn",3500,17000,"AngryBarbarians"
,,,,2500,"SpawnEnemy",3500,9000,"Knight"
,,,,3500,"Spawn",3500,11000,"Rage"
,,,,14000,"Reset",,,
"MovingCannon","Normal",,-2500,500,"Spawn",7000,22000,"MovingCannon"
,,,,500,"SpawnEnemy",3500,14000,"GoblinGiant"
,,,,4500,"CameraStop",,,
,,,,4500,"SpawnEnemy",6000,19000,"Fireball"
,,,,12000,"Reset",,,
"Fisherman","Normal",,1500,500,"SpawnEnemy",3500,14000,"Giant"
,,,,9500,"Spawn",9500,26000,"Fisherman"
,,,,21000,"Reset",,,
,,,,21000,"CameraOffset",,-2000,
,,,,21250,"Spawn",3500,17000,"Fisherman"
,,,,31000,"Reset",,,
"RamRider","Normal",1500,-2500,500,"Spawn",3500,17000,"RamRider"
,,,,1500,"SpawnEnemy",3500,12000,"Bats"
,,,,10000,"Reset",,,
,,,,10250,"KingCrying",,,
,,,,10250,"Spawn",3500,17000,"RamRider"
,,,,13000,"SpawnEnemy",3500,9000,"Bowler"
,,,,19000,"CameraStop",,,
,,,,22000,"Reset",,,
"BattleHealer","Normal",1000,-1000,500,"Spawn",3500,17000,"BattleHealer"
,,,,3500,"Spawn",3500,17000,"MinionHorde"
,,,,6500,"SpawnEnemy",3500,13000,"Zap"
,,,,16500,"Reset",,,
,,,,16500,"KingCrying",,,
,,,,16750,"Spawn",3500,17000,"BattleHealer"
,,,,17000,"SpawnEnemy",6000,7000,"Prince"
,,,,26000,"Reset",,,
"Tesla","Normal",,-3000,500,"Spawn",7000,22000,"Tesla"
,,,,750,"SpawnEnemy",7000,22000,"Fireball"
,,,,750,"SpawnEnemy",3500,13000,"HogRider"
,,,,9500,"Reset",,,
,,,,9750,"Spawn",8000,22000,"Tesla"
,,,,9750,"SpawnEnemy",3500,14000,"RoyalGiant"
,,,,10000,"KingCrying",,,
,,,,11000,"CameraStop",,,
,,,,20500,"Reset",,,
"MiniSparkys","Normal",1000,-2000,500,"Spawn",5000,22000,"MiniSparkys"
,,,,500,"SpawnEnemy",3500,14000,"RoyalGiant"
,,,,15000,"SpawnEnemy",6000,8000,"AxeMan"
,,,,17000,"KingCrying",,,
,,,,19500,"CameraStop",,,
,,,,24000,"Reset",,,
"ElixirGolem","Normal",1500,-3000,500,"Spawn",3500,17000,"ElixirGolem"
,,,,4000,"SpawnEnemy",5000,12000,"Tesla"
,,,,27000,"Reset",,,
"Clone","Normal",3000,-500,500,"Spawn",3500,17000,"Giant"
,,,,1000,"Spawn",3500,19000,"Balloon"
,,,,3000,"Spawn",3500,15000,"Clone"
,,,,7000,"SpawnEnemy",6000,13000,"Archer"
,,,,15000,"Reset",,,
"ElectroDragon","Normal",,-4000,500,"Spawn",5000,20000,"ElectroDragon"
,,,,750,"SpawnEnemy",3500,14000,"GoblinGang"
,,,,7000,"SpawnEnemy",6000,12000,"InfernoDragon"
,,,,8500,"SpawnEnemy",7000,11000,"Goblins"
,,,,22000,"Reset",,,
,,,,22250,"Spawn",3500,17000,"ElectroDragon"
,,,,22250,"KingCrying",,,
,,,,24000,"SpawnEnemy",6000,9000,"Musketeer"
,,,,30000,"Reset",,,
"ZapMachine","Normal",,-3000,500,"Spawn",7500,21000,"ZapMachine"
,,,,500,"SpawnEnemy",3500,14000,"Barbarians"
,,,,10000,"SpawnEnemy",3500,13000,"Wizard"
,,,,15000,"KingCrying",,,
,,,,16000,"SpawnEnemy",2000,13000,"ElectroWizard"
,,,,23000,"Reset",,,
"ElectroWizard","Normal",1000,-3000,500,"Spawn",7500,24000,"ElectroWizard"
,,,,500,"SpawnEnemy",3500,14000,"DarkPrince"
,,,,11500,"KingCrying",,,
,,,,12000,"SpawnEnemy",3500,12000,"RageBarbarian"
,,,,13000,"CameraStop",,,
,,,,18000,"Reset",,,
"GoblinCage","Normal",1000,1000,500,"SpawnEnemy",3500,14000,"BattleRam"
,,,,3000,"Spawn",7000,21000,"GoblinCage"
,,,,11000,"SpawnEnemy",3500,14000,"RoyalGiant"
,,,,11000,"CameraOffset",1000,1500,
,,,,16000,"Spawn",6000,21000,"GoblinCage"
,,,,25000,"Reset",,,
"Mirror","Normal",,,500,"Spawn",7000,22000,"Princess"
,,,,2000,"Spawn",7000,22000,"Mirror"
,,,,6000,"Reset",,,
,,,,6500,"Spawn",14000,17000,"HogRider"
,,,,8000,"Spawn",14000,17000,"Mirror"
,,,,12000,"Reset",,,
"AxeMan","Normal",,-3000,500,"Spawn",7000,23000,"AxeMan"
,,,,500,"SpawnEnemy",3500,14000,"Barbarians"
,,,,8000,"SpawnEnemy",3500,14000,"MinionHorde"
,,,,14000,"SpawnEnemy",3500,14000,"RoyalHogs"
,,,,15500,"CameraOffset",,1000,
,,,,25000,"CameraOffset",,-1500,
,,,,25500,"KingCrying",,,
,,,,26000,"SpawnEnemy",3500,14000,"Pekka"
,,,,31000,"Reset",,,
"Ghost","Normal",1500,-3000,500,"Spawn",7000,17000,"Ghost"
,,,,1500,"SpawnEnemy",7000,14000,"SpearGoblins"
,,,,5000,"SpawnEnemy",5000,10000,"BlowdartGoblin"
,,,,15000,"Reset",,,
,,,,15250,"KingCrying",,,
,,,,15250,"Spawn",3500,17000,"Ghost"
,,,,18000,"SpawnEnemy",6000,9000,"Knight"
,,,,24000,"CameraStop",,,
,,,,27000,"Reset",,,
"Graveyard","Normal",,-2000,500,"Spawn",3500,17000,"IceSpirits"
,,,,2000,"Spawn",1000,6000,"Graveyard"
,,,,6000,"CameraStop",,,
,,,,18000,"Reset",,,
