"Name","IconSWF","IconSWFChina","IconFile","HighresPlaceholderAsset","HighresImageFilename","UnlockArena","UnlockLevel","Rarity","NotVisible","Tribe","ManaCost","PrestigeCount","ManaCostFromSummonerMana","NotInUse","Mirror","CustomDeployTime","IsAGroup","SummonCharacter","SummonNumber","SummonCharacterLevelIndex","SummonCharacterSecond","SummonCharacterSecondCount","SummonRadius","SummonWidth","SummonDeployDelay","SummonDeployDelaySecond","CharacterSkin","CharacterSkin2","Radius","Height","Projectile","ProjectileInterval","ProjectileAngle","ProjectileWaves","ProjectileWaveInterval","SpellAsDeploy","CanPlaceOnBuildings","CanPlaceOnWater","InstantDamage","DurationSeconds","InstantHeal","HealPerSecond","Effect","Pushback","MultipleProjectiles","CustomFirstProjectile","BuffTime","BuffTimeIncreasePerLevel","BuffNumber","BuffType","BuffOnDamage","OnlyOwnTroops","OnlyEnemies","CanDeployOnEnemySide","TouchdownLimitedDeploy","CastSound","AreaEffectObject","TID","TID_INFO","IndicatorFileName","IndicatorEffect","IndicatorPrestigeSWF","IndicatorPrestigeExportName","IndicatorPrestigeExportName2","IndicatorPrestigeExportName3","HideRadiusIndicator","DestIndicatorEffect","ReleaseDate","ElixirProductionStopTime","DarkMirror","StatsUnderInfo","HeroAbility","PassiveAbility","HPModifier","DamageModifier","DeployWTileMargin","FullLaneDeploy","AbilityCooldown","DeployStartY","DeployEndY","PveDefenseType","TypeOfSpell","EvolvedSpells","DarkElixirCost"
"Fisherman_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"EliteArcher_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"ElectroDragon_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Firecracker_EV1","sc/ui_spell_firecracker_evolution.sc",,"firecracker_evolution_card","sc/ui_card_info_fx.sc#card_info_fx_evolution","image/chr_evolution/firecracker_evolution_dl.png","Arena_T",,"Common","TRUE",,3,1,,,,,,"Firecracker_EV1",1,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_FIRECRACKER","TID_SPELL_INFO_EVO_FIRECRACKER",,,,,,,,,,,,,,,,,,,,,,"Range",,,2
"MightyMiner_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"ElixirGolem_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"BattleHealer_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"SkeletonKing_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"ArcherQueen_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"GoldenKnight_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Monk_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"SkeletonDragons_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"WitchMother_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"ElectroSpirit_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common","image/chr/knight.png","TrainingCamp",,"Common","TRUE","Kingdom",3,3,,"TRUE",,,,"Knight",1,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"ElectroGiant_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Phoenix_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Fireball_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Arrows_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Rage_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Rocket_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"GoblinBarrel_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Freeze_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Mirror_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Lightning_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Zap_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common","image/chr/knight.png","TrainingCamp",,"Common","TRUE","Kingdom",3,3,,"TRUE",,,,"Knight",1,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Poison_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Graveyard_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Log_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Tornado_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Clone_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Earthquake_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"BarbLog_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Heal_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Snowball_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"RoyalDelivery_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common","image/chr/knight.png","TrainingCamp",,"Common","TRUE","Kingdom",3,3,,"TRUE",,,,"Knight",1,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Cannon_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"GoblinHut_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Mortar_EV1","sc/ui_spell_mortar_evolution.sc",,"mortar_evolution_card","sc/ui_card_info_fx.sc#card_info_fx_evolution","image/chr_evolution/mortar_evolution_dl.png","Arena6",,"Common","TRUE",,4,2,,,,,,"Mortar_EV1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SpellCasting",,"TID_SPELL_MORTAR","TID_SPELL_INFO_EVO_MORTAR",,,,,,,,,,,,,,,,,,,,,,"Defender",,,2
"InfernoTower_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"BombTower_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"BarbarianHut_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Tesla_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common","image/chr/knight.png","TrainingCamp",,"Common","TRUE","Kingdom",3,3,,"TRUE",,,,"Knight",1,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Elixir Collector_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Xbow_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"Tombstone_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"FirespiritHut_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"GoblinCage_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
"GoblinDrill_EV1",,,"knight","sc/ui_card_info_fx.sc#card_info_fx_common",,"Arena_L10",,"Common","TRUE",,3,3,,"TRUE",,,,"Knight",,,,,,,,,,,,,,,,,,,,,,,,,"CharacterDeploy",,,,,,,,,,,,,,,"TID_SPELL_KNIGHT","TID_SPELL_INFO_KNIGHT",,,,,,,,,,,,,,,,,,,,,,"Defender",,,1
