"Name","CameraMode","CameraXOffset","CameraYOffset","EventTimeMS","EventType","EventParamInt1","EventParamInt2","EventParamString1"
,,,,11000,"SpawnEnemy",7000,10000,"FirespiritHut"
,,,,13000,"Spawn",5500,8000,"Earthquake"
,,,,19000,"Reset",,,
"GoblinGiant","Normal",,-3000,500,"Spawn",3500,17000,"GoblinGiant"
,,,,2500,"SpawnEnemy",3500,9000,"Bats"
,,,,4500,"SpawnEnemy",7000,11000,"Skeletons"
,,,,17000,"Reset",,,
,,,,17000,"CameraOffset",,1000,
,,,,18500,"SpawnEnemy",3500,14000,"MiniPekka"
,,,,20500,"Spawn",9000,17000,"GoblinGiant"
,,,,34000,"Reset",,,
"Assassin","Normal",1500,-3000,500,"Spawn",7000,24000,"Assassin"
,,,,500,"SpawnEnemy",3500,14000,"IceWizard"
,,,,6500,"SpawnEnemy",6500,10000,"Princess"
,,,,13000,"Reset",,,
,,,,13250,"KingCrying",,,
,,,,13250,"Spawn",3500,17000,"Assassin"
,,,,16000,"SpawnEnemy",5000,9000,"Rascals"
,,,,20000,"Reset",,,
"AngryBarbarians","Normal",1000,-2000,500,"Spawn",3500,22000,"AngryBarbarians"
,,,,500,"SpawnEnemy",3500,14000,"GoblinGiant"
,,,,9500,"KingCrying",,,
,,,,10000,"SpawnEnemy",5000,10000,"SkeletonArmy"
,,,,18000,"Reset",,,
"Firecracker","Normal",1000,-2000,500,"Spawn",3500,20000,"Firecracker"
,,,,500,"SpawnEnemy",3500,14000,"MinionHorde"
,,,,6500,"KingCrying",,,
,,,,7250,"SpawnEnemy",3500,14000,"Miner"
,,,,13500,"Reset",,,
"Heal","Normal",1500,-3000,500,"Spawn",3500,17000,"HogRider"
,,,,1000,"Spawn",4000,17000,"Heal"
,,,,2500,"SpawnEnemy",5500,9000,"SpearGoblins"
,,,,7500,"Reset",,,
,,,,8000,"Spawn",3500,23000,"GoblinGang"
,,,,9500,"SpawnEnemy",3500,21000,"Zap"
,,,,11500,"Spawn",3500,15000,"Heal"
,,,,18500,"Reset",,,
"BombTower","Normal",,1000,500,"SpawnEnemy",4000,14000,"Barbarians"
,,,,1500,"Spawn",7000,21000,"BombTower"
,,,,9000,"Reset",,,
,,,,9250,"KingCrying",,,
,,,,9250,"CameraOffset",,-1000,
,,,,9250,"Spawn",7000,18000,"BombTower"
,,,,10000,"SpawnEnemy",6000,14000,"MegaMinion"
,,,,22000,"Reset",,,
"Rage","Normal",,-2000,500,"Spawn",3500,17000,"AngryBarbarians"
,,,,2500,"SpawnEnemy",3500,9000,"Knight"
,,,,3500,"Spawn",3500,11000,"Rage"
,,,,14000,"Reset",,,
"MovingCannon","Normal",,,500,"Spawn",7000,17000,"MovingCannon"
,,,,500,"SpawnEnemy",3500,14000,"Giant"
,,,,3000,"Spawn",3500,19000,"Log"
,,,,4500,"CameraStop",,,
,,,,6500,"SpawnEnemy",6000,19000,"Lightning"
,,,,14000,"Reset",,,
"Fisherman","Normal",,1500,500,"SpawnEnemy",3500,14000,"Giant"
,,,,9500,"Spawn",9500,26000,"Fisherman"
,,,,21000,"Reset",,,
,,,,21000,"CameraOffset",,-2000,
,,,,21250,"Spawn",3500,17000,"Fisherman"
,,,,31000,"Reset",,,
"RamRider","Normal",1500,-2500,500,"Spawn",3500,17000,"RamRider"
,,,,1500,"SpawnEnemy",3500,12000,"Bats"
,,,,10000,"Reset",,,
,,,,10250,"KingCrying",,,
,,,,10250,"Spawn",3500,17000,"RamRider"
,,,,12500,"SpawnEnemy",7000,10000,"MiniSparkys"
,,,,19000,"CameraStop",,,
,,,,22000,"Reset",,,
"BattleHealer","Normal",1000,-1000,500,"Spawn",3500,17000,"BattleHealer"
,,,,3500,"Spawn",3500,17000,"Minions"
,,,,6500,"SpawnEnemy",3500,13000,"Zap"
,,,,16500,"Reset",,,
,,,,16500,"KingCrying",,,
,,,,16750,"Spawn",3500,17000,"BattleHealer"
,,,,17000,"SpawnEnemy",6000,7000,"Prince"
,,,,26000,"Reset",,,
"Tesla","Normal",,-3000,500,"Spawn",7000,22000,"Tesla"
,,,,750,"SpawnEnemy",7000,22000,"Fireball"
,,,,750,"SpawnEnemy",3500,13000,"HogRider"
,,,,9500,"Reset",,,
,,,,9750,"Spawn",8000,22000,"Tesla"
,,,,9750,"SpawnEnemy",3500,14000,"RoyalGiant"
,,,,10000,"KingCrying",,,
,,,,11000,"CameraStop",,,
,,,,20500,"Reset",,,
"MiniSparkys","Normal",1000,-2000,500,"Spawn",5000,22000,"MiniSparkys"
,,,,500,"SpawnEnemy",3500,14000,"RoyalGiant"
,,,,16000,"SpawnEnemy",6000,7000,"Musketeer"
,,,,17000,"KingCrying",,,
,,,,19500,"CameraStop",,,
,,,,24000,"Reset",,,
"ElixirGolem","Normal",1500,-3000,500,"Spawn",3500,17000,"ElixirGolem"
,,,,4000,"SpawnEnemy",5000,12000,"Tesla"
,,,,27000,"Reset",,,
"Clone","Normal",3000,-500,500,"Spawn",3500,17000,"Giant"
,,,,1000,"Spawn",3500,19000,"Balloon"
,,,,3000,"Spawn",3500,15000,"Clone"
,,,,7000,"SpawnEnemy",6000,13000,"Archer"
,,,,15000,"Reset",,,
"ElectroDragon","Normal",,-4000,500,"Spawn",5000,20000,"ElectroDragon"
,,,,750,"SpawnEnemy",3500,14000,"GoblinGang"
,,,,7000,"SpawnEnemy",6000,13000,"InfernoDragon"
,,,,8500,"SpawnEnemy",7000,11000,"Goblins"
,,,,8500,"Spawn",3500,20000,"Giant"
,,,,22000,"Reset",,,
,,,,22250,"Spawn",3500,17000,"ElectroDragon"
,,,,22250,"KingCrying",,,
,,,,24000,"SpawnEnemy",6000,9000,"Musketeer"
,,,,30000,"Reset",,,
"ZapMachine","Normal",,-3000,500,"Spawn",7500,21000,"ZapMachine"
,,,,500,"SpawnEnemy",3500,14000,"Barbarians"
,,,,10000,"SpawnEnemy",3500,13000,"Wizard"
,,,,15000,"KingCrying",,,
,,,,16000,"SpawnEnemy",2000,13000,"ElectroWizard"
,,,,23000,"Reset",,,
"ElectroWizard","Normal",1000,-3000,500,"Spawn",7500,24000,"ElectroWizard"
,,,,500,"SpawnEnemy",3500,14000,"DarkPrince"
,,,,11500,"KingCrying",,,
,,,,12000,"SpawnEnemy",3500,12000,"BarbLog"
,,,,13000,"CameraStop",,,
,,,,18000,"Reset",,,
"GoblinCage","Normal",1000,1000,500,"SpawnEnemy",3500,14000,"MiniPekka"
,,,,3000,"Spawn",7000,22000,"GoblinCage"
,,,,9500,"SpawnEnemy",3500,14000,"Giant"
,,,,11000,"CameraOffset",1000,1500,
,,,,15000,"Spawn",6000,20000,"GoblinCage"
,,,,24500,"Reset",,,
"Mirror","Normal",,,500,"Spawn",7000,22000,"Princess"
,,,,2000,"Spawn",7000,22000,"Mirror"
,,,,6000,"Reset",,,
,,,,6500,"Spawn",14000,17000,"HogRider"
,,,,8000,"Spawn",14000,17000,"Mirror"
,,,,12000,"Reset",,,
"AxeMan","Normal",,-3000,500,"Spawn",7000,23000,"AxeMan"
,,,,500,"SpawnEnemy",3500,14000,"Barbarians"
,,,,8000,"SpawnEnemy",3500,14000,"MinionHorde"
,,,,13000,"KingCrying",,,
,,,,15000,"SpawnEnemy",3500,14000,"Pekka"
,,,,17000,"CameraStop",,,
,,,,19000,"Reset",,,
"Ghost","Normal",1500,-3000,500,"Spawn",7000,17000,"Ghost"
,,,,1500,"SpawnEnemy",7000,14000,"SpearGoblins"
,,,,5000,"SpawnEnemy",5000,10000,"BlowdartGoblin"
,,,,15000,"Reset",,,
,,,,15250,"KingCrying",,,
,,,,15250,"Spawn",3500,17000,"Ghost"
,,,,18000,"SpawnEnemy",6000,9000,"Knight"
,,,,24000,"CameraStop",,,
,,,,27000,"Reset",,,
"Graveyard","Normal",,-2000,500,"Spawn",3500,17000,"IceSpirits"
,,,,2000,"Spawn",1000,6000,"Graveyard"
,,,,6000,"CameraStop",,,
,,,,18000,"Reset",,,
"RoyalDelivery","Fixed",4500,16000,500,"SpawnEnemy",3500,14000,"Wizard"
,,,,1500,"Spawn",3500,17000,"RoyalDelivery"
,,,,7000,"Reset",,,
,,,,7250,"Spawn",3500,19500,"Mortar"
,,,,7500,"SpawnEnemy",3500,14000,"Minions"
,,,,8000,"Spawn",3500,17000,"RoyalDelivery"
,,,,14000,"Reset",,,
"SkeletonDragons","Normal",,-2000,500,"Spawn",3500,23000,"SkeletonDragons"
,,,,1000,"SpawnEnemy",3500,14000,"Barbarians"
,,,,10000,"KingCrying",,,
,,,,11000,"SpawnEnemy",7000,9000,"Musketeer"
,,,,13500,"CameraStop",,,
,,,,18000,"Reset",,,
"ElectroGiant","Normal",,-2000,500,"Spawn",3500,18000,"ElectroGiant"
,,,,1000,"SpawnEnemy",4500,14000,"Archer"
,,,,7500,"SpawnEnemy",3500,10000,"InfernoDragon"
,,,,16000,"Reset",,,
"ElectroSpirit","Normal",,2000,500,"SpawnEnemy",5000,14500,"Goblins"
,,,,1000,"SpawnEnemy",3500,13500,"Skeletons"
,,,,3000,"Spawn",7000,21000,"ElectroSpirit"
,,,,9000,"Reset",,,
"WitchMother","Normal",,-4000,500,"Spawn",7000,22000,"WitchMother"
,,,,1500,"SpawnEnemy",5000,14000,"MinionHorde"
,,,,17000,"Reset",,,
,,,,17000,"CameraMode",,,"Fixed"
,,,,17000,"CameraOffset",5000,12000,
,,,,17100,"Spawn",5000,14000,"Giant"
,,,,18100,"SpawnEnemy",5500,13000,"Bats"
,,,,19500,"Spawn",5000,14000,"WitchMother"
,,,,28000,"Reset",,,
,,,,28100,"CameraMode",,,"Fixed"
,,,,28100,"CameraOffset",5000,20000,
,,,,28100,"KingCrying",,,
,,,,28500,"Spawn",4000,24000,"WitchMother"
,,,,29000,"SpawnEnemy",4000,23000,"Fireball"
,,,,32000,"Reset",,,
"GoblinDrill","Normal",3500,1000,500,"Spawn",1000,7000,"GoblinDrill"
,,,,18000,"Reset",,,
,,,,18500,"SpawnEnemy",6000,14000,"HogRider"
,,,,19000,"Spawn",9000,22000,"GoblinDrill"
,,,,28000,"Reset",,,
,,,,28500,"KingCrying",,,
,,,,28500,"Spawn",1000,7000,"GoblinDrill"
,,,,31000,"SpawnEnemy",2000,6000,"Valkyrie"
,,,,38000,"Reset",,,
"ArcherQueen","Normal",,1000,500,"SpawnEnemy",2000,15000,"Pekka"
,,,,4500,"Spawn",8000,19000,"ArcherQueen"
,,,,7500,"UseAbility",,,
,,,,10900,"CameraMode",,,"Fixed"
,,,,10900,"CameraOffset",6000,20000,
,,,,11000,"Spawn",6000,20000,"Skeletons"
,,,,15000,"Reset",,,
,,,,16000,"KingCrying",,,
,,,,16000,"Spawn",1000,23000,"ArcherQueen"
,,,,17000,"SpawnEnemy",1000,23000,"Lightning"
,,,,20000,"Reset",,,
"SkeletonKing","Normal",,-3000,500,"Spawn",4000,20000,"SkeletonKing"
,,,,500,"SpawnEnemy",2000,15000,"SkeletonArmy"
,,,,12000,"UseAbility",,,
,,,,18000,"Reset",,,
,,,,19000,"Spawn",4000,20000,"SkeletonKing"
,,,,19000,"KingCrying",,,
,,,,20000,"SpawnEnemy",2000,15000,"InfernoDragon"
,,,,27000,"Reset",,,
"GoldenKnight","Normal",,-3000,500,"Spawn",3000,19000,"GoldenKnight"
,,,,2000,"SpawnEnemy",2000,8000,"GoblinGang"
,,,,3000,"SpawnEnemy",3000,8000,"Archer"
,,,,4000,"UseAbility",,,
,,,,8000,"Reset",,,
,,,,8500,"Spawn",3000,27000,"GoldenKnight"
,,,,10000,"UseAbility",,,
,,,,12000,"KingCrying",,,
,,,,14500,"SpawnEnemy",6000,13500,"Knight"
,,,,15500,"SpawnEnemy",6000,11000,"Archer"
,,,,21000,"Reset",,,
"MightyMiner","Normal",,-1500,500,"SpawnEnemy",3500,15000,"Giant"
,,,,2500,"Spawn",3500,20000,"MightyMiner"
,,,,14000,"SpawnEnemy",3500,8000,"Minions"
,,,,14000,"SpawnEnemy",3500,8000,"SkeletonArmy"
,,,,15000,"CameraMode",,,"Fixed"
,,,,15000,"CameraOffset",3500,12000,
,,,,16500,"UseAbility",,,
,,,,18500,"CameraOffset",15500,9000,
,,,,24000,"Reset",,,
"Monk","Normal",,,500,"SpawnEnemy",3500,15000,"Giant"
,,,,2500,"Spawn",3500,18000,"Monk"
,,,,19000,"CameraOffset",,-4000,
,,,,20000,"SpawnEnemy",5500,7000,"Princess"
,,,,20200,"SpawnEnemy",8000,9000,"BlowdartGoblin"
,,,,21200,"UseAbility",,,
,,,,26000,"KingCrying",,,
,,,,26000,"SpawnEnemy",3500,11000,"SkeletonArmy"
,,,,31000,"Reset",,,
"Phoenix","Normal",,-3000,500,"Spawn",3500,19000,"Phoenix"
,,,,500,"SpawnEnemy",3500,14000,"Valkyrie"
,,,,5000,"SpawnEnemy",3500,11000,"Archer"
,,,,9000,"Spawn",3500,11000,"Miner"
,,,,10900,"CameraMode",,,"Fixed"
,,,,10900,"CameraOffset",3500,11000,"Fixed"
,,,,20000,"Reset",,,
,,,,21000,"KingCrying",,,
,,,,22000,"Spawn",3500,19000,"Phoenix"
,,,,25000,"SpawnEnemy",8500,10000,"Musketeer"
,,,,34000,"Reset",,,
