"Name","Loop","FollowParent","ShakeScreen","ShakeMaxIntensity","Time","RenderableScale","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","Scale","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","KillLoopingSoundsOnEnd","OutputEvent","ParentLookAtOffsetRadius","ForcedLength","Shadow","PrestigeVersion","PrestigeVersion2","PrestigeVersion3"
"win_battle_confetti_blue_top",,,,,,,,"ParticleEmitter",,,"win_battle_confetti_blue2",,"Above",,,,"win_battle_confetti_red_top",,,,,,,,,
"win_battle_confetti_red",,,,,,,,"ParticleEmitter",,,"win_battle_confetti_red1",,"Above",,,,,,,,,,,,,
"win_battle_confetti_red_top",,,,,,,,"ParticleEmitter",,,"win_battle_confetti_red2",,"Above",,,,,,,,,,,,,
"firespirit_continuous_fx","true",,,,,,,"ParticleEmitter",,,"firespirit_cont_fire1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"firespirit_cont_sparks1",,"Above",,,,,,,,,,,,,
"firespirit_attack",,,,,,,"sound_firespirit_attack","SWF",,,,,"Object",,,,,,,,,,,,,
"firespirit_die",,,,,,,"sound_firespirit_die","Effect",,,"MagaBomb_FireRing","Death_player_small","Object",,,,,,,,,,,,,
"firespirit_steps",,,,,,,"sound_firespirit_steps","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,"sound_firespirit_steps_sfx","SWF",,,,,"Object",,,,,,,,,,,,,
"firespirit_deploy",,,,,,,"sound_firespirit_deploy","SWF",,,,,"Object",,,,,,,,,,,"firespirit_deploy_prestige",,
"firespirit_projectile_hit",,,,,,,"sound_firespirit_projectile_hit","ParticleEmitter",,,"chr_wiz_hit_sparks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cannon_glow",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"firespirit_hit_embers",,"Object",,,,,,,,,,,,,
"Death_player_small",,,,,,,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1_small",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_enemy_puff_small",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_elixir_ground1_small",,"Base",,,,,,,,,,,,,
"lava_hound_deploy",,,,,,,"sound_lava_hound_deploy","SWF",,,,,"Object",100,,,,,,,,,,"lava_hound_deploy_prestige",,
,,,,,,,"sound_lava_hound_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
"lava_hound_steps",,,,,,,"sound_lava_hound_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"lava_hound_attack_start",,,,,,,"sound_lava_hound_start","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaHound_attackParticles",,"Object",,,,,,,,,,,,,
"lava_hound_projectile_hit",,,,,,,"sound_lava_hound_projectile_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lava_hound_hit_sparks3",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lava_hound_hit_sparks0",,"Ground",,,,,,,,,,,,,
"lava_hound_die",,,,,,,"sound_lava_hound_die","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"chr_wiz_hit_fire",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,,,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lava_hound_die_sparks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaHound_embers",,"Object",,,,,,,,,,,,,
"cheer_confetti_blue",,,,,,,,"ParticleEmitter",,,"cheer_confetti_ground_blue",,"Base",,,,"cheer_confetti_red",,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cheer_confetti_blue2",,"Object",,,,,,,,,,,,,
"cheer_confetti_red",,,,,,,,"ParticleEmitter",,,"cheer_confetti_ground_red",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cheer_confetti_red2",,"Object",,,,,,,,,,,,,
"miner_travel_effect","true",,,,,,,"ParticleEmitter",,,"miner_deploy_predeploy_rocks",,"Object",,,,,,"true",,,,,"miner_travel_effect_prestige",,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Ground",,,,,,,,,,,,,
,,,,,,,"sound_miner_travel_effect","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,"sound_miner_deploy","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Miner_travel_particles2",,"Base",,,,,,,,,,,,,
"Firespirit_building_spawn",,,,,,,"sound_firespirit_building_spawn","ParticleEmitter",,,"Firespirit_building_spawn_burst1_small",,"Above",,,,,,,,,,,"firespirit_hut_spawn_prestige",,
,,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Firespirit_building_spawn_puff_small",,"Above",,,,,,,,,,,,,
"lava_pups_deploy",,,,,,,"sound_lava_pups_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,"sound_lava_pups_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
"lava_pups_steps",,,,,,,"sound_lava_pups_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"lava_pups_attack_start",,,,,,,"sound_lava_pups_start","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaPups_attackParticles",,"Object",,,,,,,,,,,,,
"lava_pups_projectile_hit",,,,,,,"sound_lava_pups_projectile_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops2",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops3",,"Ground",,,,,,,,,,,,,
"lava_pups_die",,,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,"sound_lava_pups_die","SWF",,,,,"Object",,,,,,,,,,,,,
"lava_hound_Emitter","true","true",,,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",,,,,,,,,,,,,
"lava_pups_emitter","true","true",,,,,,"ParticleEmitter",,,"LavaPups_EmitterTrail",,"Object",50,,,,,,,,,,,,
,,,,,100,,,"ParticleEmitter",,,"LavaPups_EmitterTrail",,"Object",,,,,,,,,,,,,
,,,,,25,,,"ParticleEmitter",,,"LavaPups_EmitterTrail2",,"Object",,,,,,,,,,,,,
"zapmachine_deploy",,,,,,,"sound_zapmachine_deploy","SWF",,,,,"Object",100,,,"zapmachine_deploy_enemy",,,,,,,"zapmachine_deploy_prestige",,
,,,,,,,"sound_zapmachine_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,,,,,
"zapmachine_deploy_enemy",,,,,,,"sound_zapmachine_deploy_enemy","SWF",,,,,"Object",100,,,,,,,,,,"zapmachine_deploy_prestige",,
,,,,,,,"sound_zapmachine_deploy_end_enemy","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,,,,,
"zapmachine_steps",,,,,,,"sound_zapmachine_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"zapmachine_load_weapon","true",,,,,,"sound_zapmachine_load_weapon","SWF",,,,,"Object",100,,,,,,,1200,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_cont_sparks1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_cont_fire1",,"Above",,,,,,,,,,,,,
"zapmachine_load_weapon_1",,,,,,,"sound_zapmachine_load_1","SWF",,,,,"Above",,,,,,,,,,,,,
"zapmachine_load_weapon_2",,,,,,,"sound_zapmachine_load_2","SWF",,,,,"Above",,,,,,,,,,,,,
"zapmachine_load_weapon_3",,,,,,,"sound_zapmachine_load_3","SWF",,,,,"Above",,,,,,,,,,,,,
"zapmachine_attack",,,,,,,"sound_zapmachine_attack","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_attack_sparks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_attack_beam",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_attack_electric",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_attack_pushback",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_attack_pushback_shadow",,"Shadow",,,,,,,,,,,,,
"zapmachine_projectile_hit",,,800,,,,"sound_zapmachine_projectile_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Zap_hit_area",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapMachine_hit_sparks",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapMachine_smallHit",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_hit_effect_particles",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zap_hit_puff",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_spechit_smoke",,"Base",,,,,,,,,,,,,
"zapmachine_die",,,,,,,"sound_zapmachine_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,"zapmachine_die_enemy",,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Goblin_hut_woodExplosion",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
"zapmachine_die_enemy",,,,,,,"sound_zapmachine_die_enemy","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Goblin_hut_woodExplosion",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_death_wheels",,"Base",,,,,,,,,,,,,
"zapMachine_trail_emitter","true","true",,,,,,"ParticleEmitter",,,"zapmachine_trail_electric",,"Object",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"zapmachine_trail_electric",,"Object",,,,,,,,,,,,,
"Spell_freeze_ground_red",,,,,,,,"SWF","sc/effects.sc","freeze_effect_ground_red",,,"Base",,,,,,,,,,,"freeze_ground_red_prestige",,
,,,,,,,,"ParticleEmitter",,,"freeze_snowPiles1",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"freeze_snow_scatter1",,"Ground",,,,,,,,,,,,,
,,,,,,,,"SWF","sc/effects.sc","spell_freeze_radius_red",,,"Base",,,,,,,,,,,,,
"Spell_poison_ground_red","true",,,,,,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,,,,,,,,"spell_poison_ground_red_prestige",,
,,,,,,,,"SWF","sc/effects.sc","spell_poison_radius_red","poison_spell_radius_red",,"Base",,,,,,,,,,,,,
"Spell_rage_ground_red",,,,,,,,"SWF","sc/effects.sc","rage_effect_ground",,,"Base",,,,,,,,,,,"spell_rage_ground_red_prestige",,
,,,,,,,,"SWF","sc/effects.sc","spell_rage_radius_red",,,"Base",,,,,,,,,,,,,
"rage_bottle_explode",,,,,,,"sound_barbarian_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"rage_bottle_glass_break","Deploy_ground_fX_mediumSize","Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"rage_bottle_break_puff",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"rage_bottle_spill",,"Base",,,,,,,,,,,,,
"log_hit",,"true",,,,,"sound_log_hit","ParticleEmitter",,,"cannon_hit_rock_emiter",,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cannon_hit_smokePuff",,"Object",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"log_emitter","true",,,,,,"sound_log_roll","ParticleEmitter",,,"log_emitter_particles",,"Base",,,,,,"true",,,,,"log_emitter_prestige",,
,,,,,,,,"ParticleEmitter",,,"log_sparkle",,"Base",,,,,,,,,,,,,
"log_deploy",,,,,,,"sound_log_deploy","SWF",,,,,"Base",,,,,,,,,,,"log_deploy_prestige",,
,,,,,,,"sound_log_vocal","SWF",,,,,"Base",,,,,,,,,,,,,
"bowler_deploy",,,,,,,"sound_bowler_deploy","SWF",,,"giant_deploy_dustPuff",,"Object",100,,,,,,,,,,"bowler_deploy_prestige",,
,,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,,,,,
"bowler_steps",,,,,,,"sound_bowler_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
,,,,,,,"sound_bowler_steps_vo","SWF",,,,,"Ground",100,,,,,,,,,,,,
"bowler_attack_start",,,,,,,"sound_bowler_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"bowler_die",,,,,,,"sound_bowler_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","death_giant1","Object",100,,,,,,,,,,,,
"log_die",,,,,,,"sound_log_hit","ParticleEmitter",,,"log_woodExplosion",,"Object",100,,,,,,,,,,"log_die_prestige",,
,,,,,,,,"ParticleEmitter",,,"log_planks2",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"log_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"log_die_smoke2",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"log_sparkle_explode",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"log_sparkle_explode",,"Base",,,,,,,,,,,,,
"icespirit_deploy",,,,,,,"sound_icespirit_deploy","SWF",,,,,"Object",,,,,,,,,,,"icespirit_deploy_prestige",,
"icespirit_continuous_fx","true",,,,,,,"ParticleEmitter",,,"icespirit_cont_sparks1",,"Above",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,,,,,
,,,,,400,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,,,,,
,,,,,600,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,,,,,
,,,,,800,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,,,,,
"icespirit_attack",,,,,,,"sound_icespirit_attack","SWF",,,,,"Object",,,,,,,,,,,,,
"icespirit_steps",,,,,,,"sound_icespirit_steps","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,"sound_icespirit_steps_sfx","SWF",,,,,"Object",,,,,,,,,,,,,
"icespirit_projectile_hit",,,,,,,"sound_icespirit_projectile_hit","ParticleEmitter",,,"ice_wiz_hit_ground",,"Ground",100,,,,,,,,,,,,
,,,,,-100,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_puff",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_flakes",,"Above",,,,,,,,,,,,,
"icespirit_die",,,,,,,"sound_icespirit_die","Effect",,,"MagaBomb_FireRing","Death_player_small","Object",,,,,,,,,,,,,
"bowler_projectile_trail","true","true",,,,,,"ParticleEmitter",,,"bowler_emitter_trail",,"Ground",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"bowler_emitter_smoke",,"Ground",,,,,,,,,,,,,
"bowler_projectile_die",,,,,,,"sound_bowler_hit","ParticleEmitter",,,"bowler_projectile_rocks_front",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"bowler_projectile_rocks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"bowler_hit_smoke",,"Object",60,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"bowler_hit_smoke_shadow",,"Shadow",60,,,,,,,,,,,,
"ice_water_sparkle_01","true",,,,,,"sound_openChest_loop_epic","SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_water_sparkle_01",,"Object",,,,,,,,,,,,,
"ice_cauldron_fire_01",,,,,,,,"ParticleEmitter",,,"ice_cauldron_fire_01",,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_cauldron_glow_01",,"Object",,,,,,,,,,,,,
"ice_cauldron_fire_02",,,,,,,,"ParticleEmitter",,,"ice_cauldron_fire_02",,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_cauldron_glow_02",,"Object",,,,,,,,,,,,,
"ice_water_ripple_01","true",,,,,,"sound_openChest_loop_epic","SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_water_ripple_01",,"Ground",,,,,,,,,,,,,
"ice_arena_snow","true",,,,-100,,,"ParticleEmitter",,,"ice_arena_snow_particles",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_arena_snow_particles",,"Above",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"ice_arena_snow_particles",,"Above",,,,,,,,,,,,,
,,,,,500,,,"ParticleEmitter",,,"ice_arena_snow_particles",,"Above",,,,,,,,,,,,,
,,,,,1000,,,"ParticleEmitter",,,"ice_arena_snow_particles",,"Above",,,,,,,,,,,,,
"PoisonArrowProjectileEmitter","true",,,,,,,"ParticleEmitter",,,"Poison_arrow_emitter_small_zeroZ",,"Above",50,,,,,,,,,,,,
"PoisonArrowHit",,,,,,,"sound_blowdart_hit","ParticleEmitter",,,"Poison_big_skull",,"Above",,,,,,,,,,,,,
,,,,,,,"sound_blowdart_hit","ParticleEmitter",,,"poison_arrow_hit_puff",,"Object",,,,,,,,,,,,,
"Graveyard_appear",,,,,,50,,"ParticleEmitter",,,"graveyard_spawn_puff",,"Ground",100,,,,,,,,,,,"Graveyard_apperar_prestige","Graveyard_appear_prestige2"
,,,,,,50,,"ParticleEmitter",,,"Graveyard_deploy_rocks",,"Ground",100,,,,,,,,,,,,
,,,,,,,"sound_skeleton_deploy","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Graveyard_holes",,"Ground",,,,,,,,,,,,,
"Spell_poison_ground_small","true",,,,,43,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,"Spell_poison_ground_red",,,,,,,,,
,,,,,,43,,"SWF","sc/effects.sc","spell_poison_radius_blue","poison_spell_radius_blue",,"Base",,,,,,,,,,,,,
"Spell_poison_ground_small_red","true",,,,,43,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,,,,,,,,,,
,,,,,,43,,"SWF","sc/effects.sc","spell_poison_radius_red","poison_spell_radius_red",,"Base",,,,,,,,,,,,,
"Spell_poison_small_loop","true",,,,,,,"ParticleEmitter",,,"Poison_small_skull",,"Object",,,,,,,,,,,,,
"Spell_graveyard_ground","true",,,,,,,"SWF","sc/effects.sc","Graveyard_ground_area_blue",,,"Base",,,,"Spell_graveyard_ground_red",,,,,,,"Spell_graveyard_ground_prestige1",,
,,,,,,,,"SWF","sc/effects.sc","spell_graveyard_radius_blue","poison_spell_radius_blue",,"Base",,,,,,,,,,,,,
,,,,,100,,"sound_graveyard_deploy","ParticleEmitter","sc/effects.sc","inferno_stage2_root","graveyard_embers",,"Object",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter",,,"graveyard_smoke_mist",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"graveyard_dark_partivles",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_drak_particle_boil",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
"Spell_graveyard_ground_red","true",,,,,,,"SWF","sc/effects.sc","Graveyard_ground_area_blue",,,"Base",,,,,,,,,,,,,
,,,,,,,,"SWF","sc/effects.sc","spell_graveyard_radius_red","poison_spell_radius_red",,"Base",,,,,,,,,,,,,
,,,,,100,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_embers",,"Object",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_smoke_mist",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_partivles",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_drak_particle_boil",,"Object",,,,,,,,,,,,,
"inferno_dragon_muzzle_stage3","true",,,,,,,"SWF","sc/effects.sc","inferno_shoot_st2",,,"Object",,,,,-1,,,1050,,,,,
,,,,,,,,"ParticleEmitter",,,"inferno_dragon_emitterTrail",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"inferno_dragon_glowTrail",,"Object",,,,,,,,,,,,,
"inferno_dragon_muzzle_stage2","true",,,,,,,"SWF","sc/effects.sc","inferno_shoot",,,"Object",,,,,-1,,,1050,,,,,
,,,,,,,,"ParticleEmitter",,,"inferno_dragon_glowTrail",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"inferno_dragon_glowTrail",,"Object",,,,,,,,,,,,,
"inferno_dragon_muzzle",,,,,,,,"SWF","sc/effects.sc","inferno_shoot",,,"Object",,,,,-1,,,1050,,,,,
,,,,,,,,"ParticleEmitter",,,"inferno_dragon_glowTrail",,"Object",,,,,,,,,,,,,
"inferno_dragon_beam_lvl1","true",,,,,,"sound_inferno_dragon_beam_lvl1","SWF","sc/effects.sc","inferno_dragon_beam",,,"Object",,,,,170,,,1050,,,,,
"inferno_dragon_beam_lvl2","true",,,,,,"sound_inferno_dragon_beam_lvl2","SWF","sc/effects.sc","inferno_dragon_beam1",,,"Object",,,,,170,,,1050,,,,,
"inferno_dragon_beam_lvl3","true",,,,,,"sound_inferno_dragon_beam_lvl3","SWF","sc/effects.sc","inferno_dragon_beam2",,,"Object",,,,,170,,,1050,,,,,
"inferno_dragon_deploy",,,,,,,"sound_inferno_dragon_deploy","SWF",,,,,"Object",100,,,,,,,,,,"inferno_dragon_deploy_prestige",,
,,,,,,,"sound_inferno_dragon_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
"inferno_dragon_steps",,,,,,,"sound_inferno_dragon_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"inferno_dragon_attack_start",,,,,,,"sound_inferno_dragon_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"inferno_dragon_attack",,,,,,,"sound_inferno_dragon_attack","SWF",,,,,"Object",100,,,,,,,,,,,,
"inferno_dragon_die",,,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,"sound_inferno_dragon_die","SWF",,,,,"Object",,,,,,,,,,,,,
"Deploy_ground_fX_mediumSize_nodelay",,,,,,,,"ParticleEmitter",,,"knight_deploy_rocks_hitGround",,"Ground",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",60,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"challenge_win",,,,,,,,"ParticleEmitter",,,"challenge_win",,"Base",,,,,,,,,,,,,
"chest_landing_legendary",,,,,,,,"SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"chest_landing_puff_mega",,"Above",,,,,,,,,,,,,
,,,,,500,,,"ParticleEmitter",,,"chest_landing_legend_dust",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"chest_landing_legendBurst",,"Base",,,,,,,,,,,,,
"royal_minion_deploy",,,,,,,"sound_royal_minion_deploy","SWF",,,,,"Object",100,,,,,,,,,,"mega_minion_deploy_prestige",,
"royal_minion_steps",,,,,,,"sound_royal_minion_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"royal_minion_attack_start",,,,,,,"sound_royal_minion_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"royal_minion_attack",,,,,,,"sound_royal_minion_attack","SWF",,,,,"Object",100,,,,,,,,,,,,
"royal_minion_die",,,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,"sound_royal_minion_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"mega_minion_die_helmet",,"Object",,,,,,,,,,,,,
,,,,,670,,,"Effect",,,,"mega_minion_helmet_hit","Base",,,,,,,,,,,,,
"snowman_deploy",,,,,,,"sound_snowman_deploy","SWF",,,,,"Object",100,,,,,,,,,,"snowman_deploy_prestige",,
,,,,,,,"sound_snowman_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,"knight_deploy_dustPuff2","Deploy_ground_fX_mediumSize","Object",,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"snowman_steps",,,,,,,"sound_snowman_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,,,,,,,,,
"snowman_attack_start",,,,,,,"sound_snowman_attack_start","Effect",,,,,"Object",100,,,,,,,,,,,,
"snowman_attack",,,,,,,"sound_snowman_attack","SWF",,,,,"Object",100,,,,,,,,,,,,
"snowman_hit",,,,,,50,"sound_snowman_hit","ParticleEmitter",,,"giant_hitpuff2",,"Object",100,,,,,,,,,,,,
,,,,,,50,"sound_snowman_hit","ParticleEmitter",,,"giant_hit_puff1",,"Object",,,,,,,,,,,,,
